"p1.20160322"	"p1.20160401"	"p3.20160322"	"p3.20160401"	"p3.20160714"	"p3.20160811"	"p4.20160322"	"p4.20160401"	"p4.20160415"	"p4.20160713"	"p4.20160727"	"p5.20160322"	"p5.20160415"	"p5.20160715"	"p5.20160817"	"p6.20160322"	"p6.20160415"	"p6.20160701"	"p6.20160726"	"p7.20160322"	"p7.20160415"	"p7.20160713"	"p7.20160729"	"p8.20160720"	"p8.20160825"
"2815"	0	0	0	2	0	0	2	0	44	0	0	0	2	0	0	0	0	8	2	0	0	2	0	21	23
"2817"	0	2	0	47	0	0	3	9	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0
"2818"	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	25
"2819"	0	23	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	8	3	4
"2820"	0	0	0	0	0	0	19	0	0	0	0	0	2	0	0	0	0	0	0	0	15	0	0	0	0
"2821"	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
"2822"	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
"2823"	0	7	0	0	7	5	4	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
"2824"	0	7	0	13	0	7	4	0	4	0	0	0	2	2	7	0	2	0	0	0	0	2	0	0	7
"2825"	0	2	0	43	11	0	2	7	0	0	2	12	19	20	4	2	4	57	3	6	5	62	16	13	12
"2827"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2828"	0	0	0	0	0	2	6	3	0	0	9	0	0	0	0	0	0	0	0	0	0	3	0	0	2
"2829"	0	0	0	0	0	0	4	0	0	0	0	5	5	0	0	0	0	2	0	0	0	7	0	55	0
"2830"	0	6	0	9	0	2	2	0	9	0	0	0	17	0	2	6	38	3	0	4	0	0	0	6	0
"2831"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
"2832"	0	0	0	0	0	0	2	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2833"	0	2	0	14	0	0	2	3	5	0	0	0	0	2	0	0	2	3	0	0	0	5	0	0	0
"2834"	0	2	0	0	0	0	4	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2835"	0	3	0	0	0	0	4	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
"2836"	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	3	2	0	2	0	4	0	0	2
"2837"	0	8	0	10	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2839"	0	0	0	0	2	0	4	5	0	0	0	18	9	0	0	2	0	11	2	2	0	2	3	2	2
"2840"	0	0	0	5	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6
"2841"	0	0	0	9	0	0	2	0	0	0	0	2	7	0	0	2	0	5	0	0	0	0	0	3	23
"2842"	0	0	0	18	0	27	4	2	0	0	0	0	2	0	0	0	0	0	0	0	0	9	0	0	0
"2843"	0	0	0	0	9	0	6	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2844"	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
"2846"	0	0	0	0	0	2	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"2847"	0	0	0	0	0	0	3	2	0	2	0	2	35	0	12	0	58	22	2	0	44	41	2	2	0
"2848"	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
"2849"	0	6	0	0	0	0	3	4	2	2	0	0	2	0	0	0	0	0	0	0	3	4	0	2	5
"2850"	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	2	0
"2851"	0	0	0	2	0	0	6	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
"2852"	0	0	0	0	0	0	4	0	0	0	20	0	4	0	0	0	0	0	0	0	0	0	0	0	0
"2853"	0	0	0	0	0	0	8	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4
"2854"	0	0	0	0	0	0	2	0	0	0	0	2	4	0	0	0	2	0	0	0	0	0	0	0	0
"2855"	0	0	0	0	0	0	2	0	0	0	0	10	0	0	3	0	0	0	0	0	0	2	2	0	2
"2857"	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	3	0
"2858"	0	0	0	13	2	0	4	2	0	5	2	0	0	2	6	2	2	0	0	0	0	13	0	5	7
"2859"	0	0	0	11	0	0	8	2	2	0	0	0	0	0	0	0	0	0	0	13	0	2	2	3	0
"2860"	0	0	0	0	0	0	4	2	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2861"	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	3	0
"2862"	0	0	0	0	0	0	2	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2863"	0	0	0	0	0	0	2	0	5	0	2	0	0	0	9	0	0	0	0	0	0	0	0	0	0
"2864"	0	0	0	0	0	3	2	0	2	0	0	0	0	0	0	11	0	0	2	0	0	0	0	2	0
"2866"	0	2	0	6	4	2	8	5	0	0	0	0	2	0	0	4	0	6	0	0	0	5	3	7	30
"2868"	0	0	0	20	0	0	6	0	3	0	0	9	0	24	0	0	0	0	4	0	0	8	0	58	24
"2869"	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
"2870"	0	0	0	0	2	0	2	0	0	0	0	0	0	3	12	0	0	8	0	0	0	32	13	24	55
"2871"	0	7	0	2	2	4	2	18	10	0	0	3	0	6	0	0	7	0	0	0	0	0	0	0	7
"2873"	0	2	0	0	2	9	3	2	2	0	0	0	0	0	2	0	6	0	0	0	0	0	0	3	0
"2874"	0	0	0	2	4	0	2	2	3	0	0	4	0	2	0	2	0	16	0	4	2	16	10	28	13
"2875"	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
"2876"	0	0	0	2	0	4	8	8	8	2	2	6	28	18	8	2	6	17	0	6	66	18	7	24	125
"2877"	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2879"	0	0	0	0	4	0	2	0	8	0	2	0	0	2	0	0	0	2	0	0	0	0	0	4	0
"2882"	0	0	0	0	0	0	2	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
"2883"	0	0	0	0	2	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	6	2	0	0
"2884"	0	0	0	0	0	0	4	2	2	2	9	0	0	0	0	0	0	0	0	0	0	2	0	0	0
"2885"	0	0	0	7	0	8	6	0	0	5	2	5	29	0	0	5	25	8	0	21	18	7	0	15	8
"2886"	0	0	0	0	0	2	4	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"2888"	0	2	0	2	0	0	3	0	0	0	0	0	2	0	0	0	0	2	0	0	0	4	0	0	0
"2889"	0	0	0	0	0	0	2	0	0	0	0	2	0	0	6	41	0	12	0	0	0	0	0	15	13
"2890"	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0
"2891"	0	0	0	0	0	0	2	0	0	0	0	2	0	6	7	0	0	12	8	4	0	33	15	8	4
"2892"	0	0	0	0	0	13	4	2	2	0	35	0	0	0	2	0	0	2	0	0	0	0	0	2	0
"2893"	0	0	0	0	0	2	6	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"2894"	0	0	0	3	0	0	4	0	0	0	0	9	0	0	0	0	0	26	5	5	0	10	11	3	3
"2895"	0	4	0	2	0	0	4	0	3	0	0	0	0	2	0	0	0	15	0	0	0	2	12	0	0
"2896"	0	8	0	0	2	6	2	0	4	2	2	2	16	15	4	0	0	0	0	0	0	61	0	16	2
"2897"	0	0	0	0	0	0	3	0	0	0	0	28	0	0	0	0	55	4	0	0	8	0	7	4	0
"2898"	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2899"	0	0	0	0	0	0	8	0	0	0	0	10	2	0	4	8	0	40	3	2	5	5	46	0	0
"2901"	0	4	0	0	0	0	4	0	0	2	2	21	0	4	0	22	7	47	11	13	0	40	57	12	12
"2902"	0	0	0	8	0	4	4	2	0	0	0	0	2	0	2	0	2	0	8	0	0	35	7	0	2
"2903"	0	2	0	2	0	0	2	0	0	0	0	16	9	10	5	28	8	3	0	0	8	25	0	19	18
"2904"	0	0	0	2	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2905"	0	0	0	56	167	0	3	0	0	0	260	10	15	23	21	13	4	6	0	8	0	40	5	9	38
"2906"	0	0	0	0	11	0	3	0	0	0	0	4	0	8	9	0	0	2	0	0	0	5	0	0	0
"2907"	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2908"	0	0	0	0	0	0	3	4	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
"2909"	0	0	0	0	0	0	2	5	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0
"2910"	0	5	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	10	0	0	0	2	0	0	0
"2911"	0	0	0	0	0	0	2	0	0	0	0	0	0	7	0	5	0	2	0	5	0	2	0	3	0
"2912"	0	0	0	0	4	0	2	0	0	0	0	5	4	0	14	4	0	14	2	4	0	14	6	6	0
"2913"	0	63	0	0	0	0	2	14	12	0	14	14	15	0	2	11	0	24	0	3	0	11	16	0	9
"2915"	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2916"	0	0	0	0	0	0	2	0	8	0	0	4	0	0	0	18	0	19	2	0	0	7	6	20	15
"2917"	0	5	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0
"2918"	0	0	0	0	0	0	2	3	0	2	0	25	0	7	4	2	0	5	0	25	11	0	5	2	6
"2919"	0	2	0	3	0	0	4	0	9	0	2	0	0	0	0	0	0	0	0	0	0	4	0	4	2
"2920"	0	4	0	21	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2921"	0	0	0	14	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2922"	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2923"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"2924"	0	0	0	0	0	0	7	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2925"	0	8	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2926"	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2927"	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	8	3	0	0	0	0	0	0	0
"2929"	0	0	0	7	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"2930"	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	2	0	0
"2931"	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2932"	0	0	0	3	0	0	2	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
"2933"	0	0	0	291	79	365	2	148	424	115	72	10	77	85	145	0	75	7	7	0	0	66	17	8	61
"2934"	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
"2935"	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2936"	0	0	0	0	25	0	3	0	0	0	3	4	4	3	0	0	9	3	0	7	11	0	0	9	4
"2937"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"2938"	0	11	0	0	0	17	5	0	0	0	7	15	6	29	0	12	10	7	6	0	4	0	0	8	24
"2939"	0	2	0	0	2	0	2	13	10	0	14	0	0	0	0	0	0	0	0	0	0	0	0	2	16
"2940"	0	0	0	0	0	0	2	3	0	0	3	0	0	0	8	4	0	10	0	0	0	2	0	5	4
"2942"	0	9	0	7	0	2	2	0	94	19	0	0	2	28	14	0	0	6	0	0	0	0	0	8	6
"2944"	0	0	0	2	0	14	2	4	2	2	4	0	7	3	2	0	0	5	0	0	0	0	0	0	2
"2945"	0	0	0	0	0	0	4	6	0	2	0	0	0	0	0	0	51	0	0	0	0	0	0	0	2
"2946"	0	0	0	25	5	3	3	0	0	0	7	0	0	6	2	0	0	0	2	0	0	0	4	0	0
"2947"	0	0	0	0	0	0	2	3	2	0	2	2	29	0	0	0	0	0	0	0	0	0	0	0	0
"2948"	0	0	0	0	0	0	2	0	0	4	6	0	0	0	9	0	0	0	0	0	0	0	0	2	0
"2949"	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2950"	0	0	0	10	3	2	2	0	0	16	11	0	0	3	15	2	2	3	0	2	0	3	0	0	2
"2952"	0	0	0	0	0	0	2	0	4	2	0	14	0	5	2	2	0	2	23	9	3	9	14	26	2
"2953"	0	0	0	0	0	0	4	9	6	0	22	4	0	3	0	0	4	0	0	0	0	14	0	5	0
"2954"	0	4	0	0	0	0	2	0	0	0	0	0	2	0	2	4	0	0	0	0	0	2	13	0	0
"2955"	0	2	0	0	0	0	3	0	0	11	3	0	0	0	0	0	0	3	0	0	0	4	0	2	0
"2956"	0	0	0	2	0	0	2	0	4	2	0	2	0	0	0	0	2	4	4	0	6	2	0	0	7
"2957"	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"2958"	0	0	0	0	0	0	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	4
"2959"	0	0	0	0	4	3	2	4	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0
"2960"	0	0	0	0	4	0	2	0	0	0	0	2	0	2	4	0	0	9	0	0	0	0	0	0	0
"2961"	0	4	0	2	0	2	4	2	0	0	0	0	4	0	0	9	2	10	2	2	0	6	0	7	8
"2962"	0	0	0	2	2	5	2	0	2	0	47	0	7	7	16	2	13	0	4	0	6	4	0	12	23
"2963"	0	2	0	0	39	5	0	0	0	4	4	891	1208	411	785	255	879	497	300	370	158	554	275	1703	1234
"2964"	0	0	0	0	0	3	0	2	0	0	0	132	0	0	2	0	0	0	0	0	0	0	2	11	0
"2965"	0	0	0	0	0	0	0	0	0	0	4	122	138	19	85	122	62	27	8	145	8	9	0	68	8
"2966"	0	0	0	7	9	0	0	11	0	0	12	101	139	63	8	35	130	28	18	49	39	3	4	21	9
"2967"	0	0	0	0	0	0	0	3	0	0	0	437	455	0	10	106	90	3	0	39	6	0	0	0	8
"2968"	0	0	0	0	97	10	0	0	210	4	27	146	132	64	43	41	62	552	80	63	101	17	25	144	59
"2969"	0	0	0	0	2	0	0	7	11	0	32	113	101	60	57	216	151	75	105	83	65	112	25	252	207
"2970"	0	7	0	8	6	12	0	0	25	0	3	117	286	165	163	136	162	66	166	0	133	136	34	351	469
"2971"	0	0	0	0	14	0	0	0	2	0	0	285	1468	0	159	6	4	733	286	11	36	57	217	2	721
"2972"	0	0	0	0	0	0	0	0	0	0	0	54	7	0	0	21	0	0	0	0	0	0	5	0	0
"2973"	0	0	0	0	0	0	0	0	0	0	2	78	7	170	48	50	13	0	0	18	35	240	0	56	0
"2974"	0	0	0	0	0	0	0	0	0	0	0	66	58	0	0	40	64	0	0	19	8	0	0	0	0
"2975"	0	0	0	0	0	0	0	0	0	0	0	95	195	2	10	217	193	2	0	0	3	16	0	2	40
"2976"	0	0	0	0	3	0	0	4	0	2	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0
"2977"	0	0	0	0	0	0	0	0	0	0	4	143	84	0	25	169	119	108	25	120	104	14	37	25	36
"2979"	0	0	0	0	2	0	0	0	0	0	10	290	2338	3770	1737	64	795	886	348	46	73	235	180	3312	445
"2980"	0	0	0	0	0	0	0	0	0	0	0	20	0	4	4	0	15	32	0	7	0	0	25	0	86
"2981"	0	0	0	89	2	2	0	19	17	0	0	34	16	0	56	12	17	10	0	5	0	16	7	11	0
"2982"	0	8	0	0	0	0	0	0	2	0	0	22	0	2	0	12	19	8	0	4	0	0	21	0	39
"2983"	0	18	0	11	24	0	0	2	0	0	5	42	40	55	50	24	143	30	41	8	5	135	6	466	51
"2984"	0	0	0	0	0	0	0	0	0	0	0	21	7	0	0	33	0	21	2	0	0	32	5	29	27
"2985"	0	0	0	0	4	0	0	0	0	0	0	24	0	10	0	0	0	5	0	0	2	0	10	5	0
"2986"	0	0	0	0	2	0	0	0	0	0	8	34	0	0	11	22	188	0	0	2	4	0	26	0	0
"2987"	0	0	0	0	0	0	0	0	0	0	15	33	2	2	44	6	4	23	354	0	8	19	15	7	23
"2988"	0	0	0	0	2	0	0	0	0	0	2	26	0	0	9	24	0	10	2	3	12	5	0	6	4
"2989"	0	54	0	0	21	7	0	45	32	4	0	20	52	11	22	51	115	48	10	30	14	29	0	0	52
"2990"	0	0	0	4	66	0	0	0	19	0	8	99	272	136	151	19	526	465	112	123	472	83	111	363	51
"2991"	0	0	0	0	0	0	0	0	0	0	0	25	56	0	10	16	6	21	2	37	0	21	17	24	17
"2992"	0	0	0	26	0	2	0	0	6	0	0	31	25	0	0	50	75	9	2	0	6	21	2	3	2
"2993"	0	0	0	2	0	0	0	0	0	0	0	18	0	0	0	50	0	4	0	0	0	0	2	2	0
"2994"	0	0	0	0	0	0	0	6	0	0	0	26	0	0	0	0	0	0	0	0	0	0	7	0	0
"2996"	0	0	0	0	4	0	0	7	0	0	4	36	31	296	467	50	26	506	422	25	11	339	307	114	72
"2997"	0	0	0	10	0	0	0	3	5	0	11	18	0	11	0	0	0	4	0	2	0	11	8	0	0
"3001"	0	0	0	2	5	0	0	0	0	0	0	43	64	0	29	71	33	9	2	0	24	111	10	35	17
"3002"	0	0	0	20	6	0	0	0	2	0	0	29	19	37	6	0	820	77	3	263	2	0	5	7	13
"3003"	0	0	0	0	77	0	0	4	0	0	13	55	0	58	14	15	0	32	2	5	0	34	0	125	31
"3004"	0	0	0	4	0	0	0	20	16	0	0	9	2	9	5	8	3	31	2	0	0	14	22	0	14
"3005"	0	2	0	0	14	5	0	0	2	2	12	26	63	52	128	53	25	57	32	73	15	85	16	133	775
"3007"	0	0	0	0	76	0	0	0	0	0	27	34	120	369	0	116	221	9	29	123	286	0	0	574	60
"3008"	0	0	0	0	12	0	0	0	0	2	9	17	12	59	51	124	56	7	11	43	40	0	8	85	10
"3010"	0	0	0	0	2	0	0	21	0	0	0	22	45	0	35	50	52	72	29	22	9	28	11	21	23
"3011"	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0
"3012"	0	31	0	0	12	4	0	4	28	2	36	8	0	6	68	4	8	8	0	3	6	0	0	4	3
"3013"	0	0	0	2	0	0	0	0	0	0	0	20	6	4	0	3	4	19	2	4	6	58	2	10	4
"3014"	0	0	0	0	0	0	0	8	6	0	4	14	2	0	4	2	11	13	4	0	4	8	6	8	4
"3016"	0	0	0	0	8	0	0	0	7	0	3	26	28	22	14	17	44	30	3	142	19	72	59	0	52
"3017"	0	0	0	2	0	0	0	0	0	0	0	6	0	0	0	2	0	17	0	0	0	4	0	0	0
"3018"	0	0	0	5	2	0	0	0	4	2	0	6	23	8	3	0	23	23	15	5	10	435	24	31	56
"3020"	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	5	0	9	0	0	0	0	0
"3023"	0	0	0	0	2	0	0	0	0	0	0	37	23	5	2	6	0	30	0	15	12	39	17	10	4
"3024"	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	2	0
"3025"	0	0	0	5	0	0	0	4	0	0	0	3	0	0	0	0	2	6	0	0	0	0	0	0	0
"3026"	0	10	0	2	3	0	0	0	0	0	0	7	0	0	4	2	0	4	0	2	4	0	0	2	0
"3027"	0	0	0	0	0	0	0	0	4	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
"3028"	0	2	0	2	2	4	0	0	0	0	0	16	14	3	9	22	8	0	0	0	2	8	0	12	11
"3029"	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	2	8	9	0	0	0	48	0	13	13
"3030"	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	5	2	31	0	5	0	4	8	0	0
"3031"	0	0	0	0	0	0	0	0	0	0	0	6	0	0	9	2	0	0	8	0	0	57	5	2	234
"3033"	0	0	0	5	0	0	0	0	54	0	0	8	2	2	12	5	8	23	3	11	0	17	7	18	16
"3034"	0	0	0	0	0	0	0	0	0	0	0	16	5	2	20	9	6	5	0	0	2	5	0	17	7
"3035"	0	5	0	0	2	0	0	2	0	0	0	10	10	0	9	0	10	0	2	0	13	9	0	0	0
"3036"	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	10	0	16	4	2	0	0	20	0	0
"3037"	0	0	0	0	0	0	0	0	0	0	2	106	0	0	0	78	93	0	0	58	0	0	0	0	0
"3039"	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
"3041"	0	0	0	0	13	0	0	0	0	2	8	11	42	0	2	0	16	10	6	0	0	2	3	32	11
"3042"	0	5	0	6	0	0	0	0	2	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	3
"3043"	0	0	0	2	0	0	0	0	0	0	0	9	7	2	5	0	0	3	0	5	0	6	0	0	0
"3044"	0	0	0	0	7	9	0	0	15	0	4	22	26	29	12	22	27	45	0	3	0	34	0	123	17
"3045"	0	2	0	2	53	0	0	0	0	0	4	8	2	142	26	18	23	355	100	0	36	1244	831	232	144
"3046"	0	0	0	0	0	0	0	0	2	0	0	23	251	267	123	0	77	77	14	9	5	12	18	256	39
"3047"	0	0	0	3	0	0	0	0	0	0	0	8	0	0	0	2	0	16	2	0	0	3	7	3	0
"3048"	0	0	0	0	0	0	0	0	0	0	0	6	5	12	0	6	6	15	0	0	0	0	0	6	8
"3049"	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	5	0	0	0	0	22	0	0
"3050"	0	0	0	0	0	0	0	0	0	0	0	3	14	18	0	0	5	18	0	0	8	0	0	3	0
"3052"	0	0	0	0	0	0	0	0	2	0	2	13	0	0	0	0	0	0	0	2	2	2	4	3	5
"3053"	0	0	0	0	0	0	0	0	0	0	0	5	5	8	8	0	4	0	6	0	5	0	3	2	0
"3055"	0	0	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0
"3056"	0	0	0	0	0	6	0	0	0	0	0	3	0	0	0	2	2	2	0	0	0	4	6	0	0
"3057"	0	0	0	0	15	2	0	4	0	0	5	4	25	24	0	23	0	0	0	0	0	0	4	0	4
"3059"	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	2	2	2	0	0	0	7	2
"3060"	0	0	0	0	2	0	0	0	4	0	0	27	20	0	4	37	17	53	2	10	18	103	13	20	16
"3061"	0	0	0	0	0	0	0	0	0	0	0	14	4	0	4	10	2	22	0	13	5	6	35	10	2
"3062"	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	3	0	2	0
"3063"	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	7	0	3	0	0	0	2	0	4	2
"3064"	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	6	0
"3065"	0	0	0	0	0	0	0	0	0	0	9	4	0	0	0	0	2	23	0	0	0	7	0	10	2
"3066"	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	5	4	0	0	4	0	7	0	0	0
"3067"	0	0	0	0	11	0	0	0	0	0	0	12	3	0	14	28	0	0	3	37	0	5	0	13	0
"3069"	0	0	0	0	2	0	0	0	0	0	0	4	55	25	28	0	0	12	8	0	0	4	2	35	16
"3070"	0	0	0	0	0	0	0	13	0	21	7	3	0	2	2	2	0	0	0	0	0	0	0	0	0
"3071"	0	4	0	0	0	0	0	0	58	14	0	27	5	6	8	96	30	80	12	15	16	190	44	24	48
"3072"	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	3	4	2	0	0	3	4	0	0
"3073"	0	2	0	0	15	10	0	2	0	0	0	8	6	3	3	0	14	2	2	0	6	3	0	2	51
"3074"	0	0	0	0	0	2	0	5	0	3	0	24	4	48	24	12	3	138	0	7	7	288	28	141	73
"3075"	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	6	0
"3076"	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0
"3078"	0	0	0	0	0	4	0	2	0	2	0	4	0	0	6	2	0	8	4	0	0	4	2	0	10
"3079"	0	0	0	0	0	0	0	34	0	3	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
"3080"	0	0	0	0	0	0	0	0	0	0	2	2	27	4	5	0	18	3	2	7	0	25	17	7	70
"3081"	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	14	0	0	0	8	0	0	4
"3082"	0	6	0	2	0	24	0	20	8	99	64	4	0	5	13	0	5	0	0	0	0	4	2	16	11
"3086"	0	3	0	0	0	0	0	0	57	0	0	2	0	0	9	7	0	0	2	0	0	0	0	12	0
"3087"	0	0	0	0	0	0	0	0	5	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	2
"3089"	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0
"3092"	0	0	0	0	0	0	0	0	0	0	0	6	7	0	0	0	0	0	0	5	0	0	0	0	0
"3094"	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	66	0	13	14	0	0	0	5	0	0
"3095"	0	2	0	4	0	0	0	23	7	0	0	5	11	9	3	4	44	13	4	2	57	62	76	5	7
"3096"	0	0	0	0	2	4	0	0	0	0	0	8	71	11	5	13	19	22	2	50	0	10	11	23	0
"3097"	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0
"3098"	0	0	0	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
"3099"	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	7	13	0	0
"3101"	0	0	0	0	0	0	0	0	0	0	7	3	0	0	2	17	0	5	0	0	5	2	0	2	0
"3102"	0	0	0	0	6	0	0	0	0	2	4	18	120	28	73	22	100	89	38	2	70	248	191	278	554
"3103"	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	2	0	0	2	0	0	0	0	2	6
"3106"	0	0	0	0	0	2	0	0	0	2	0	7	1240	0	724	0	1013	5	4	2	7	449	5	1528	601
"3108"	0	0	0	0	3	0	0	0	0	0	0	6	0	2	8	2	2	36	6	4	0	15	41	0	0
"3109"	0	0	0	2	0	0	0	0	0	4	6	4	12	0	7	2	6	4	0	0	0	8	2	5	14
"3110"	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	4	0	0	0	0
"3111"	0	0	0	2	0	0	0	7	2	3	2	8	5	0	7	2	7	22	8	4	2	24	18	31	57
"3112"	0	0	0	0	20	0	0	0	0	0	4	7	27	0	7	0	43	2	0	23	20	0	0	8	11
