"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"
"1017"	"Bacteria"	"Firmicutes"	"Negativicutes"	"Acidaminococcales"	"Acidaminococcaceae"	"Acidaminococcus"
"1018"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Thiotrichaceae"	"Achromatium"
"1019"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Chloroflexaceae"	"Chloroflexus"
"1020"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Unknown"	"Unknown"	"Sedimenticola"
"1021"	"Archaea"	"Euryarchaeota"	"Methanomicrobia"	"Methanomicrobiales"	"Methanocorpusculaceae"	"Methanocorpusculum"
"1022"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfovibrionales"	"Desulfohalobiaceae"	"Desulfonatronovibrio"
"1023"	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Pirellulales"	"Pirellulaceae"	"Pirellula"
"1024"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Myxococcaceae"	"Unknown"
"1025"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Unknown"	"Unknown"	"Unknown"
"1026"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"Porphyromonas"
"1027"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Unknown"	"Piscinibacter"
"1029"	"Bacteria"	"Firmicutes"	"Tissierellia"	"Unknown"	"Unknown"	"Unknown"
"1030"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Schleiferiaceae"	"Thermaurantimonas"
"1031"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Acidovorax"
"1032"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Acidiphilium"
"1033"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Pelomonas"
"1034"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Unknown"	"Unknown"	"Unknown"
"1035"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Piscirickettsiaceae"	"Cycloclasticus"
"1036"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"
"1037"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Arthrobacter"
"1038"	"Archaea"	"Euryarchaeota"	"Thermococci"	"Thermococcales"	"Unknown"	"Unknown"
"1039"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiales Family XII. Incertae Sedis"	"Acidaminobacter"
"1040"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Phaeospirillum"
"1041"	"Bacteria"	"Bacteroidetes"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Taibaiella"
"1042"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Sanguibacteraceae"	"Sanguibacter"
"1043"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Leuconostocaceae"	"Leuconostoc"
"1044"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptococcaceae"	"Candidatus Dichloromethanomonas"
"1045"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Arenimonas"
"1046"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Piscirickettsiaceae"	"Thiomicrospira"
"1047"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Alginatibacterium"
"1048"	"Bacteria"	"Candidatus Dadabacteria"	"Unknown"	"Unknown"	"Unknown"	"Unknown"
"1049"	"Archaea"	"Candidatus Altiarchaeota"	"Unknown"	"Candidatus Altiarchaeales"	"Unknown"	"Unknown"
"1050"	"Bacteria"	"Caldiserica"	"Unknown"	"Unknown"	"Unknown"	"Unknown"
"1053"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Rikenellaceae"	"Unknown"
"1054"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Arenibacter"
"1055"	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Unknown"	"Unknown"
"1056"	"Bacteria"	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"Unknown"
"1057"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Caldisalinibacter"
"1058"	"Archaea"	"Thaumarchaeota"	"Unknown"	"Unknown"	"Unknown"	"Unknown"
"1059"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptococcaceae"	"Desulfocucumis"
"1060"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Syntrophobacterales"	"Syntrophobacteraceae"	"Thermodesulforhabdus"
"1062"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Crocinitomicaceae"	"Unknown"
"1063"	"Bacteria"	"Acidobacteria"	"Acidobacteriia"	"Unknown"	"Unknown"	"Unknown"
"1064"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Chromobacteriaceae"	"Leeia"
"1065"	"Bacteria"	"Ignavibacteriae"	"Ignavibacteria"	"Ignavibacteriales"	"Unknown"	"Unknown"
"1066"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Nitrospirillum"
"1067"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Corticibacter"
"1068"	"Bacteria"	"Thermodesulfobacteria"	"Unknown"	"Unknown"	"Unknown"	"Unknown"
"1069"	"Bacteria"	"Candidatus Niyogibacteria"	"Unknown"	"Unknown"	"Unknown"	"Unknown"
"1070"	"Bacteria"	"Acidobacteria"	"Acidobacteriia"	"Bryobacterales"	"Solibacteraceae"	"Unknown"
"1071"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Marinilabiliales"	"Prolixibacteraceae"	"Sunxiuqinia"
"1072"	"Bacteria"	"Cyanobacteria"	"Unknown"	"Unknown"	"Unknown"	"Unknown"
"1073"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Hungateiclostridiaceae"	"Mageeibacillus"
"1074"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptosporangiales"	"Streptosporangiaceae"	"Microbispora"
"1075"	"Bacteria"	"Chlamydiae"	"Chlamydiia"	"Parachlamydiales"	"Parachlamydiaceae"	"Unknown"
"1076"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Balneatrichaceae"	"Balneatrix"
"1077"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Fonticella"
"1078"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Xenophilus"
"1079"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Unknown"
"1080"	"Bacteria"	"Chlamydiae"	"Chlamydiia"	"Chlamydiales"	"Unknown"	"Unknown"
"1081"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Alicyclobacillaceae"	"Tumebacillus"
"1082"	"Bacteria"	"Bacteroidetes"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Niastella"
"1083"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Chitinolyticbacter"
"1084"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Nitrosomonadales"	"Gallionellaceae"	"Sulfurirhabdus"
"1085"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Leucobacter"
"1086"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"Dyadobacter"
"1087"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Nitrosomonadales"	"Gallionellaceae"	"Sulfuriferula"
"1088"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Salinimicrobium"
"1089"	"Bacteria"	"Spirochaetes"	"Spirochaetia"	"Leptospirales"	"Leptospiraceae"	"Leptospira"
"1090"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Marinisporobacter"
"1091"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfobacterales"	"Desulfobacteraceae"	"Unknown"
"1092"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Anaerorhabdus"
"1093"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Bradyrhizobiaceae"	"Nitrobacter"
"1094"	"Bacteria"	"Chloroflexi"	"Unknown"	"Unknown"	"Unknown"	"Unknown"
"1095"	"Archaea"	"Euryarchaeota"	"Methanococci"	"Methanococcales"	"Methanocaldococcaceae"	"Methanocaldococcus"
"1096"	"Archaea"	"Candidatus Parvarchaeota"	"Unknown"	"Unknown"	"Unknown"	"Unknown"
"1097"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Thiotrichaceae"	"Beggiatoa"
"1098"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Anaerocolumna"
"1099"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptostreptococcaceae"	"Clostridioides"
"1100"	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Unknown"	"Unknown"
"1101"	"Bacteria"	"Candidatus Aureabacteria"	"Unknown"	"Unknown"	"Unknown"	"Unknown"
"1102"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Fodinicurvata"
"1103"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Verrucomicrobia subdivision 3"	"Unknown"
"1104"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Nitrosomonadales"	"Gallionellaceae"	"Sulfuricella"
"1105"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Syntrophomonadaceae"	"Syntrophothermus"
"1106"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Alcaligenaceae"	"Unknown"
"1107"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Rhodocyclales"	"Azonexaceae"	"Dechloromonas"
"1108"	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Planctomicrobium"
"1109"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	"Unknown"	"Unknown"
"1110"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Odoribacteraceae"	"Butyricimonas"
"1111"	"Bacteria"	"Firmicutes"	"Unknown"	"Unknown"	"Unknown"	"Hydrogenispora"
"1112"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfurellales"	"Desulfurellaceae"	"Hippea"
"1113"	"Bacteria"	"Candidatus Lloydbacteria"	"Unknown"	"Unknown"	"Unknown"	"Unknown"
"1114"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfobacterales"	"Desulfobulbaceae"	"Desulfofustis"
"1115"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfovibrionales"	"Desulfovibrionaceae"	"Pseudodesulfovibrio"
"1116"	"Bacteria"	"Firmicutes"	"Clostridia"	"Candidatus Borkfalkiales"	"Candidatus Borkfalkiaceae"	"Candidatus Borkfalkia"
"1117"	"Bacteria"	"Firmicutes"	"Negativicutes"	"Veillonellales"	"Veillonellaceae"	"Veillonella"
"1118"	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Gemmatales"	"Gemmataceae"	"Zavarzinella"
"1120"	"Archaea"	"Euryarchaeota"	"Methanomicrobia"	"Methanomicrobiales"	"Methanomicrobiaceae"	"Unknown"
"1121"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Bradyrhizobiaceae"	"Afipia"
"1122"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Aerococcaceae"	"Unknown"
"1123"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Lysobacter"
"1124"	"Bacteria"	"Cyanobacteria"	"Unknown"	"Unknown"	"Unknown"	"Unknown"
"1125"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Unknown"
"1126"	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Hydrogenimonaceae"	"Hydrogenimonas"
"1127"	"Bacteria"	"Firmicutes"	"Negativicutes"	"Veillonellales"	"Veillonellaceae"	"Megasphaera"
"1128"	"Archaea"	"Candidatus Lokiarchaeota"	"Unknown"	"Unknown"	"Unknown"	"Unknown"
"1129"	"Bacteria"	"Cyanobacteria"	"Unknown"	"Chroococcales"	"Aphanothecaceae"	"Gloeothece"
"1130"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Unknown"
"1131"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Muribaculaceae"	"Unknown"
"1132"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Tenacibaculum"
"1133"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Carnobacteriaceae"	"Granulicatella"
"1134"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"
"1135"	"Bacteria"	"Bacteroidetes"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Hydrotalea"
"1136"	"Bacteria"	"Elusimicrobia"	"Elusimicrobia"	"Elusimicrobiales"	"Elusimicrobiaceae"	"Elusimicrobium"
"1137"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Morganellaceae"	"Photorhabdus"
"1138"	"Bacteria"	"Thermotogae"	"Unknown"	"Unknown"	"Unknown"	"Unknown"
"1139"	"Bacteria"	"candidate division LCP-89"	"Unknown"	"Unknown"	"Unknown"	"Unknown"
"1140"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Ectothiorhodospiraceae"	"Candidatus Macondimonas"
"1141"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Piscirickettsiaceae"	"Unknown"
"1142"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	"Methylococcaceae"	"Methylovulum"
"1143"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"Rudanella"
"1144"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"Kouleothrix"
"1145"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Kofleriaceae"	"Haliangium"
"1146"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Mucilaginibacter"
"1147"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Seonamhaeicola"
"1148"	"Bacteria"	"Nitrospirae"	"Nitrospira"	"Nitrospirales"	"Unknown"	"Unknown"
"1149"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Hanstruepera"
"1150"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Oscillochloridaceae"	"Candidatus Chloroploca"
"1151"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Ectothiorhodospiraceae"	"Thioalkalivibrio"
"1152"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Unknown"	"Unknown"
"1153"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Serpentinicella"
"1154"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Flammeovirgaceae"	"Roseivirga"
"1155"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Propionibacteriaceae"	"Unknown"
"1156"	"Bacteria"	"Chloroflexi"	"Thermomicrobia"	"Sphaerobacterales"	"Sphaerobacteraceae"	"Sphaerobacter"
"1157"	"Archaea"	"Euryarchaeota"	"Unknown"	"Unknown"	"Unknown"	"Aciduliprofundum"
"1158"	"Bacteria"	"Firmicutes"	"Tissierellia"	"Tissierellales"	"Tissierellaceae"	"Sporanaerobacter"
"1159"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Unknown"
"1160"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfovibrionales"	"Desulfohalobiaceae"	"Unknown"
"1161"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Unknown"
"1162"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Dysgonamonadaceae"	"Unknown"
"1163"	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Selenomonadaceae"	"Selenomonas"
"1164"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfobacterales"	"Desulfobacteraceae"	"Desulforegula"
"1165"	"Bacteria"	"Cyanobacteria"	"Unknown"	"Oscillatoriales"	"Microcoleaceae"	"Trichodesmium"
"1166"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Anaerosacchariphilus"
"1168"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Archangiaceae"	"Vitiosangium"
"1169"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Unknown"	"Unknown"
"1171"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"Aquirufa"
"1172"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Pseudoxanthomonas"
"1173"	"Bacteria"	"Candidatus Spechtbacteria"	"Unknown"	"Unknown"	"Unknown"	"Unknown"
"1174"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Schaedlerella"
"1175"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Pseudarthrobacter"
"1176"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"Acidimicrobiaceae"	"Ferrimicrobium"
"1177"	"Archaea"	"Nanoarchaeota"	"Unknown"	"Unknown"	"Unknown"	"Unknown"
"1178"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Flavonifractor"
"1179"	"Bacteria"	"Chloroflexi"	"Unknown"	"Unknown"	"Unknown"	"Unknown"
"1180"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Halolactibacillus"
"1181"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Ensifer"
"1183"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Malikia"
"1184"	"Bacteria"	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"Unknown"
"1185"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Gordoniaceae"	"Gordonia"
"1186"	"Archaea"	"Euryarchaeota"	"Theionarchaea"	"Unknown"	"Unknown"	"Unknown"
"1187"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Methanomassiliicoccales"	"Methanomassiliicoccaceae"	"Methanomassiliicoccus"
"1188"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Unknown"
"1189"	"Bacteria"	"Chloroflexi"	"Caldilineae"	"Caldilineales"	"Caldilineaceae"	"Litorilinea"
"1190"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pasteurellales"	"Pasteurellaceae"	"Rodentibacter"
"1191"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Cellulomonadaceae"	"Cellulomonas"
"1192"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Paenibacillaceae"	"Unknown"
"1193"	"Bacteria"	"Planctomycetes"	"Phycisphaerae"	"Sedimentisphaerales"	"Sedimentisphaeraceae"	"Limihaloglobus"
"1194"	"Bacteria"	"Firmicutes"	"Tissierellia"	"Tissierellales"	"Tissierellaceae"	"Soehngenia"
"1195"	"Bacteria"	"Spirochaetes"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"Alkalispirochaeta"
"1196"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Flammeovirgaceae"	"Fabibacter"
"1197"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Holosporales"	"Holosporaceae"	"Unknown"
"1198"	"Archaea"	"Euryarchaeota"	"Unknown"	"Unknown"	"Unknown"	"Unknown"
"1199"	"Bacteria"	"Proteobacteria"	"Oligoflexia"	"Unknown"	"Unknown"	"Unknown"
"1200"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Halothiobacillaceae"	"Unknown"
"1201"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfobacterales"	"Desulfobulbaceae"	"Candidatus Electronema"
"1202"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Beijerinckiaceae"	"Unknown"
"1203"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Alteromonas"
"1204"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Rhodocyclales"	"Unknown"	"Unknown"
"1205"	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Unknown"	"Unknown"	"Unknown"
"1206"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Rhodocyclales"	"Rhodocyclaceae"	"Unknown"
"1207"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Rhodanobacteraceae"	"Rhodanobacter"
"1208"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Nevskiales"	"Sinobacteraceae"	"Unknown"
"1209"	"Bacteria"	"Proteobacteria"	"Hydrogenophilalia"	"Hydrogenophilales"	"Unknown"	"Unknown"
"1210"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Massilioclostridium"
"1211"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Nitrosomonadales"	"Gallionellaceae"	"Candidatus Nitrotoga"
"1212"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Alicyclobacillaceae"	"Alicyclobacillus"
"1213"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Aurantimonadaceae"	"Aureimonas"
"1214"	"Archaea"	"Euryarchaeota"	"Thermococci"	"Thermococcales"	"Thermococcaceae"	"Unknown"
"1215"	"Bacteria"	"Candidatus Kryptonia"	"Unknown"	"Unknown"	"Unknown"	"Candidatus Kryptobacter"
"1216"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Nitrosomonadales"	"Sterolibacteriaceae"	"Sulfuritalea"
"1217"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Unknown"
"1218"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Eikenella"
"1219"	"Archaea"	"Candidatus Hydrothermarchaeota"	"Unknown"	"Unknown"	"Unknown"	"Unknown"
"1220"	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Unknown"	"Unknown"
"1221"	"Archaea"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmatales"	"Cuniculiplasmataceae"	"Cuniculiplasma"
"1222"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Nitrosomonadales"	"Sterolibacteriaceae"	"Denitratisoma"
"1223"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Rhodocyclales"	"Zoogloeaceae"	"Zoogloea"
"1224"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Jiangellales"	"Jiangellaceae"	"Jiangella"
"1225"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Mycobacteriaceae"	"Unknown"
"1227"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfobacterales"	"Desulfobulbaceae"	"Desulfotalea"
"1228"	"Archaea"	"Euryarchaeota"	"Halobacteria"	"Haloferacales"	"Haloferacaceae"	"Haloferax"
"1229"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Kordiimonadales"	"Kordiimonadaceae"	"Eilatimonas"
"1230"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Chromobacteriaceae"	"Pseudogulbenkiania"
"1231"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Nitrosomonadales"	"Sterolibacteriaceae"	"Sulfurisoma"
"1232"	"Bacteria"	"Chrysiogenetes"	"Chrysiogenetes"	"Chrysiogenales"	"Chrysiogenaceae"	"Chrysiogenes"
"1233"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Unknown"	"Rubrivivax"
"1234"	"Bacteria"	"Cyanobacteria"	"Unknown"	"Nostocales"	"Aphanizomenonaceae"	"Raphidiopsis"
"1235"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Roseburia"
"1236"	"Bacteria"	"Firmicutes"	"Clostridia"	"Thermoanaerobacterales"	"Thermoanaerobacteraceae"	"Calderihabitans"
"1237"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Unknown"	"Unknown"
"1238"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Rhodocyclales"	"Zoogloeaceae"	"Azoarcus"
"1239"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Unknown"	"Unknown"
"1242"	"Bacteria"	"Synergistetes"	"Synergistia"	"Synergistales"	"Synergistaceae"	"Acetomicrobium"
"1243"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Mangrovimonas"
"1244"	"Bacteria"	"Chloroflexi"	"Ktedonobacteria"	"Ktedonobacterales"	"Ktedonosporobacteraceae"	"Ktedonosporobacter"
"1245"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Oceanospirillaceae"	"Marinobacterium"
