"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"
"1858"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Ferruginivarius"
"1859"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillales Family X. Incertae Sedis"	"Thermicanus"
"1860"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Unknown"	"Unknown"
"1861"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Alcaligenaceae"	"Castellaniella"
"1862"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"Runella"
"1863"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Confluentibacter"
"1865"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Bogoriellaceae"	"Georgenia"
"1866"	"Bacteria"	"Thermodesulfobacteria"	"Thermodesulfobacteria"	"Thermodesulfobacteriales"	"Thermodesulfobacteriaceae"	"Thermodesulfobacterium"
"1867"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Cronobacter"
"1868"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Brachymonas"
"1869"	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Unknown"	"Unknown"	"Nitratiruptor"
"1870"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Bowmanella"
"1871"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Sporolactobacillaceae"	"Sporolactobacillus"
"1872"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Chromobacteriaceae"	"Formivibrio"
"1873"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Meridianimaribacter"
"1874"	"Bacteria"	"Spirochaetes"	"Spirochaetia"	"Brevinematales"	"Brevinemataceae"	"Brevinema"
"1875"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Endozoicomonadaceae"	"Endozoicomonas"
"1877"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Tateyamaria"
"1878"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Nevskiales"	"Algiphilaceae"	"Algiphilus"
"1879"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Magnetococcales"	"Magnetococcaceae"	"Magnetofaba"
"1880"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Pectobacteriaceae"	"Pectobacterium"
"1881"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Unknown"	"Intestinimonas"
"1882"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Chromatiaceae"	"Rheinheimera"
"1883"	"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Unknown"	"Unknown"	"Unknown"
"1884"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Amantichitinum"
"1885"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Gillisia"
"1886"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Unknown"	"Tepidimonas"
"1887"	"Bacteria"	"Cyanobacteria"	"Unknown"	"Synechococcales"	"Merismopediaceae"	"Merismopedia"
"1888"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Giesbergeria"
"1889"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Sinomicrobium"
"1890"	"Archaea"	"Candidatus Altiarchaeota"	"Unknown"	"Candidatus Altiarchaeales"	"Unknown"	"Unknown"
"1891"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Unknown"	"Unknown"	"Unknown"
"1892"	"Bacteria"	"Firmicutes"	"Clostridia"	"Unknown"	"Unknown"	"Unknown"
"1893"	"Bacteria"	"Balneolaeota"	"Balneolia"	"Balneolales"	"Balneolaceae"	"Unknown"
"1894"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Vallitaleaceae"	"Vallitalea"
"1895"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Oceanospirillaceae"	"Bermanella"
"1896"	"Bacteria"	"Chlamydiae"	"Chlamydiia"	"Parachlamydiales"	"Parachlamydiaceae"	"Neochlamydia"
"1897"	"Bacteria"	"Actinobacteria"	"Coriobacteriia"	"Coriobacteriales"	"Coriobacteriaceae"	"Unknown"
"1898"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Thiotrichaceae"	"Thiomargarita"
"1899"	"Archaea"	"Euryarchaeota"	"Candidatus Poseidoniia"	"Candidatus Poseidoniales"	"Unknown"	"Unknown"
"1900"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pasteurellales"	"Pasteurellaceae"	"Pasteurella"
"1901"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Cryomorphaceae"	"Vicingus"
"1902"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Mangrovitalea"
"1903"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptosporangiales"	"Nocardiopsaceae"	"Nocardiopsis"
"1904"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Tardibacter"
"1905"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Unknown"	"Unknown"	"Unknown"
"1906"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfuromonadales"	"Geobacteraceae"	"Geopsychrobacter"
"1907"	"Bacteria"	"Firmicutes"	"Limnochordia"	"Limnochordales"	"Limnochordaceae"	"Limnochorda"
"1908"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Barnesiellaceae"	"Barnesiella"
"1909"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"Unknown"	"Unknown"
"1910"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavicella"
"1911"	"Archaea"	"Euryarchaeota"	"Halobacteria"	"Halobacteriales"	"Unknown"	"Unknown"
"1912"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Hyphomonadaceae"	"Marinicauda"
"1913"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Unknown"	"Exiguobacterium"
"1914"	"Bacteria"	"Actinobacteria"	"Coriobacteriia"	"Unknown"	"Unknown"	"Unknown"
"1915"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Hypericibacter"
"1916"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Hyphomicrobiaceae"	"Dichotomicrobium"
"1917"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Legionellaceae"	"Fluoribacter"
"1918"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Pelobium"
"1919"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Leeuwenhoekiella"
"1920"	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Pirellulales"	"Lacipirellulaceae"	"Unknown"
"1921"	"Bacteria"	"Verrucomicrobia"	"Opitutae"	"Opitutales"	"Opitutaceae"	"Opitutus"
"1922"	"Bacteria"	"Proteobacteria"	"Oligoflexia"	"Bacteriovoracales"	"Unknown"	"Unknown"
"1923"	"Bacteria"	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"Unknown"
"1924"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Magnetococcales"	"Candidatus Magnetaquicoccaceae"	"Candidatus Magnetaquicoccus"
"1925"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Amylibacter"
"1926"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Vulgatibacteraceae"	"Vulgatibacter"
"1927"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Bradyrhizobiaceae"	"Unknown"
"1928"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Archangiaceae"	"Hyalangium"
"1929"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Unknown"	"Unknown"	"Gallaecimonas"
"1930"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfovibrionales"	"Desulfovibrionaceae"	"Desulfocurvus"
"1931"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Cereibacter"
"1932"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Defluviicoccus"
"1933"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Nitrosomonadales"	"Nitrosomonadaceae"	"Nitrosovibrio"
"1934"	"Archaea"	"Candidatus Korarchaeota"	"Unknown"	"Unknown"	"Unknown"	"Candidatus Methanodesulfokores"
"1935"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Thermoactinomycetaceae"	"Laceyella"
"1936"	"Bacteria"	"Acidobacteria"	"Unknown"	"Unknown"	"Unknown"	"Unknown"
"1937"	"Bacteria"	"Kiritimatiellaeota"	"Unknown"	"Unknown"	"Unknown"	"Unknown"
"1938"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Gracilibacteraceae"	"Gracilibacter"
"1939"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"Emticicia"
"1940"	"Bacteria"	"Chloroflexi"	"Thermoflexia"	"Unknown"	"Unknown"	"Unknown"
"1941"	"Bacteria"	"Cyanobacteria"	"Unknown"	"Synechococcales"	"Prochlorotrichaceae"	"Nodosilinea"
"1942"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Roseobacter"
"1944"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Syntrophomonadaceae"	"Candidatus Syntrophocurvum"
"1945"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Frankiales"	"Unknown"	"Unknown"
"1946"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Ulvibacter"
"1947"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Roseovarius"
"1948"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Heliobacteriaceae"	"Heliobacterium"
"1949"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Kosakonia"
"1950"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Asaia"
"1951"	"Bacteria"	"Tenericutes"	"Mollicutes"	"Unknown"	"Unknown"	"Unknown"
"1952"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Unknown"
"1953"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flaviramulus"
"1954"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Yersinia"
"1955"	"Bacteria"	"Synergistetes"	"Synergistia"	"Synergistales"	"Synergistaceae"	"Aminivibrio"
"1956"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Vitreoscilla"
"1957"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Unknown"	"Unknown"
"1958"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Alcaligenaceae"	"Alcaligenes"
"1959"	"Bacteria"	"candidate division KD3-62"	"Unknown"	"Unknown"	"Unknown"	"Unknown"
"1960"	"Bacteria"	"Synergistetes"	"Synergistia"	"Synergistales"	"Synergistaceae"	"Fretibacterium"
"1961"	"Bacteria"	"Nitrospirae"	"Nitrospira"	"Nitrospirales"	"Nitrospiraceae"	"Leptospirillum"
"1962"	"Bacteria"	"Aquificae"	"Aquificae"	"Aquificales"	"Hydrogenothermaceae"	"Sulfurihydrogenibium"
"1963"	"Bacteria"	"Cyanobacteria"	"Unknown"	"Nostocales"	"Nostocaceae"	"Anabaena"
"1964"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Pseudolysobacter"
"1965"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Chromatiaceae"	"Unknown"
"1966"	"Bacteria"	"Verrucomicrobia"	"Opitutae"	"Opitutales"	"Opitutaceae"	"Rariglobus"
"1967"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Aureibaculum"
"1968"	"Bacteria"	"Planctomycetes"	"Phycisphaerae"	"Sedimentisphaerales"	"Sedimentisphaeraceae"	"Sedimentisphaera"
"1969"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Niveispirillum"
"1970"	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Pseudoarcobacter"
"1971"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Ectothiorhodospiraceae"	"Ectothiorhodospira"
"1972"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Rhodanobacteraceae"	"Dokdonella"
"1973"	"Bacteria"	"Acidobacteria"	"Thermoanaerobaculia"	"Thermoanaerobaculales"	"Thermoanaerobaculaceae"	"Thermoanaerobaculum"
"1974"	"Archaea"	"Euryarchaeota"	"Methanomicrobia"	"Methanomicrobiales"	"Methanomicrobiaceae"	"Methanomicrobium"
"1975"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Gelidibacter"
"1976"	"Bacteria"	"Acidobacteria"	"Acidobacteriia"	"Bryobacterales"	"Bryobacteraceae"	"Bryobacter"
"1977"	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Nautiliales"	"Nautiliaceae"	"Lebetimonas"
"1978"	"Archaea"	"Euryarchaeota"	"Methanomicrobia"	"Methanophagales"	"Unknown"	"Unknown"
"1979"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Promicromonosporaceae"	"Cellulosimicrobium"
"1980"	"Bacteria"	"Firmicutes"	"Clostridia"	"Thermoanaerobacterales"	"Thermoanaerobacteraceae"	"Fervidicola"
"1981"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Changchengzhania"
"1982"	"Bacteria"	"Candidatus Tectomicrobia"	"Unknown"	"Unknown"	"Unknown"	"Unknown"
"1983"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Sutterellaceae"	"Sutterella"
"1984"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Xanthobacteraceae"	"Unknown"
"1985"	"Bacteria"	"Elusimicrobia"	"Endomicrobia"	"Endomicrobiales"	"Endomicrobiaceae"	"Endomicrobium"
"1986"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Acetobacteraceae"	"Roseococcus"
"1987"	"Bacteria"	"Cyanobacteria"	"Unknown"	"Oscillatoriales"	"Unknown"	"Unknown"
"1988"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Unknown"
"1989"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	"Methylococcaceae"	"Methylogaea"
"1990"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Verrucomicrobiaceae"	"Brevifollis"
"1991"	"Bacteria"	"Candidatus Blackburnbacteria"	"Unknown"	"Unknown"	"Unknown"	"Unknown"
"1992"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Marinilabiliales"	"Marinilabiliaceae"	"Thermophagus"
"1993"	"Bacteria"	"Bacteroidetes"	"Saprospiria"	"Saprospirales"	"Saprospiraceae"	"Aureispira"
"1994"	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Kandleria"
"1995"	"Bacteria"	"Chloroflexi"	"Ktedonobacteria"	"Ktedonobacterales"	"Dictyobacteraceae"	"Tengunoibacter"
"1996"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Ectothiorhodospiraceae"	"Unknown"
"1997"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Unknown"	"Candidatus Competibacteraceae"	"Plasticicumulans"
"1998"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Frigidibacter"
"1999"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"Fibrella"
"2000"	"Bacteria"	"Lentisphaerae"	"Lentisphaeria"	"Victivallales"	"Unknown"	"Unknown"
"2001"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Micropruina"
"2002"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Thermoactinomycetaceae"	"Unknown"
"2003"	"Bacteria"	"candidate division CPR1"	"Unknown"	"Unknown"	"Unknown"	"Unknown"
"2004"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Unknown"	"Unknown"
"2005"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptosporangiales"	"Streptosporangiaceae"	"Acrocarpospora"
"2006"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Domibacillus"
"2007"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Pararcticibacter"
"2008"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Halieaceae"	"Halioglobus"
"2009"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Acidiferrobacterales"	"Acidiferrobacteraceae"	"Sulfurifustis"
"2010"	"Bacteria"	"Verrucomicrobia"	"Methylacidiphilae"	"Methylacidiphilales"	"Methylacidiphilaceae"	"Methylacidiphilum"
"2011"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Lacimicrobium"
"2012"	"Bacteria"	"Cyanobacteria"	"Unknown"	"Oscillatoriales"	"Microcoleaceae"	"Limnospira"
"2013"	"Bacteria"	"Thermodesulfobacteria"	"Unknown"	"Unknown"	"Unknown"	"Unknown"
"2014"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Pontibacillus"
"2015"	"Bacteria"	"Chloroflexi"	"Thermomicrobia"	"Thermomicrobiales"	"Unknown"	"Unknown"
"2016"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Dermacoccaceae"	"Branchiibius"
"2017"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cyclobacteriaceae"	"Aquiflexum"
"2018"	"Bacteria"	"Firmicutes"	"Negativicutes"	"Veillonellales"	"Veillonellaceae"	"Negativicoccus"
"2019"	"Bacteria"	"Balneolaeota"	"Balneolia"	"Balneolales"	"Balneolaceae"	"Aliifodinibius"
"2020"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"Sporocytophaga"
"2021"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Carnobacteriaceae"	"Carnobacterium"
"2023"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	"Methylococcaceae"	"Candidatus Methylospira"
"2024"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Chromatiaceae"	"Nitrosococcus"
"2026"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Francisellaceae"	"Allofrancisella"
"2027"	"Bacteria"	"Bacteroidetes"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Maripseudobacter"
"2028"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Aestuariivirgaceae"	"Aestuariivirga"
"2029"	"Bacteria"	"Armatimonadetes"	"Unknown"	"Unknown"	"Unknown"	"Unknown"
"2030"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Verrucomicrobiaceae"	"Prosthecobacter"
"2031"	"Bacteria"	"Candidatus Glassbacteria"	"Unknown"	"Unknown"	"Unknown"	"Unknown"
"2032"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfovibrionales"	"Desulfovibrionaceae"	"Halodesulfovibrio"
"2033"	"Bacteria"	"Firmicutes"	"Tissierellia"	"Tissierellales"	"Gottschalkiaceae"	"Unknown"
"2034"	"Bacteria"	"Unknown"	"Unknown"	"Unknown"	"Unknown"	"Unknown"
"2035"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Holosporales"	"Caedimonadaceae"	"Candidatus Nucleicultrix"
"2036"	"Bacteria"	"Proteobacteria"	"Oligoflexia"	"Bacteriovoracales"	"Bacteriovoracaceae"	"Bacteriovorax"
"2037"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Paraglaciecola"
"2038"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Unknown"	"Unknown"
"2039"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Vibrionales"	"Vibrionaceae"	"Aliivibrio"
"2040"	"Bacteria"	"Thermotogae"	"Unknown"	"Unknown"	"Unknown"	"Unknown"
"2041"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Microbulbiferaceae"	"Microbulbifer"
"2043"	"Bacteria"	"Cyanobacteria"	"Unknown"	"Synechococcales"	"Prochlorotrichaceae"	"Prochlorothrix"
"2044"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Defluviimonas"
"2045"	"Bacteria"	"Kiritimatiellaeota"	"Kiritimatiellae"	"Kiritimatiellales"	"Unknown"	"Unknown"
"2046"	"Archaea"	"Euryarchaeota"	"Unknown"	"Unknown"	"Unknown"	"Unknown"
"2047"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Rhodanobacteraceae"	"Frateuria"
"2048"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Bernardetiaceae"	"Hugenholtzia"
"2049"	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Pirellulales"	"Lacipirellulaceae"	"Bythopirellula"
"2050"	"Bacteria"	"Acidobacteria"	"Acidobacteriia"	"Bryobacterales"	"Solibacteraceae"	"Candidatus Sulfopaludibacter"
"2051"	"Bacteria"	"Chlamydiae"	"Chlamydiia"	"Parachlamydiales"	"Waddliaceae"	"Waddlia"
"2052"	"Archaea"	"Euryarchaeota"	"Archaeoglobi"	"Archaeoglobales"	"Archaeoglobaceae"	"Archaeoglobus"
"2055"	"Bacteria"	"Candidatus Eremiobacteraeota"	"Unknown"	"Candidatus Eremiobacterales"	"Unknown"	"Candidatus Eremiobacter"
"2056"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Anaerolactibacter"
"2057"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"Acidimicrobiaceae"	"Acidithrix"
"2058"	"Archaea"	"Euryarchaeota"	"Methanomicrobia"	"Methanosarcinales"	"Unknown"	"Unknown"
"2060"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Hyphomonadaceae"	"Oceanicaulis"
"2061"	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Isosphaerales"	"Isosphaeraceae"	"Paludisphaera"
"2062"	"Bacteria"	"Verrucomicrobia"	"Spartobacteria"	"Chthoniobacterales"	"Chthoniobacteraceae"	"Chthoniobacter"
"2063"	"Bacteria"	"Candidatus Wirthbacteria"	"Unknown"	"Unknown"	"Unknown"	"Unknown"
"2064"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Acetatifactor"
"2065"	"Bacteria"	"Cyanobacteria"	"Unknown"	"Nostocales"	"Aphanizomenonaceae"	"Dolichospermum"
"2066"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Agarivorans"
"2067"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Unknown"	"Unknown"
"2068"	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"Lascolabacillus"
"2070"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Beijerinckiaceae"	"Methylocapsa"
"2071"	"Bacteria"	"Acidobacteria"	"Acidobacteriia"	"Acidobacteriales"	"Acidobacteriaceae"	"Unknown"
"2072"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Salinibacterium"
"2073"	"Archaea"	"Euryarchaeota"	"Archaeoglobi"	"Archaeoglobales"	"Unknown"	"Unknown"
"2074"	"Bacteria"	"Proteobacteria"	"Oligoflexia"	"Bdellovibrionales"	"Unknown"	"Unknown"
"2076"	"Archaea"	"Euryarchaeota"	"Unknown"	"Unknown"	"Unknown"	"Unknown"
"2077"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Rickettsiaceae"	"Unknown"
"2078"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Unknown"	"Thermoflexibacter"
"2079"	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Erysipelothrix"
"2080"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Unknown"	"Thioflexothrix"
"2081"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Coxiellaceae"	"Candidatus Berkiella"
"2082"	"Archaea"	"Euryarchaeota"	"Halobacteria"	"Natrialbales"	"Natrialbaceae"	"Unknown"
"2083"	"Bacteria"	"Cyanobacteria"	"Unknown"	"Unknown"	"Unknown"	"Unknown"
