"Kingdom"	"Superphylum"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"bn_ASV_001684"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Psychrobacter"	"uncultured_bacterium"
"bn_ASV_002797"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_OM182"	"Gammaproteobacteria_OM182"	"Gammaproteobacteria_OM182"	"uncultured_gamma_proteobacterium"
"bn_ASV_001217"	"Archaea"	"Euryarchaeota"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmata_Marine_Group_II"	"Thermoplasmata_Marine_Group_II"	"Thermoplasmata_Marine_Group_II"	"marine_metagenome"
"bn_ASV_001858"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Rhodobacteraceae_X"	"uncultured_marine_bacterium"
"bn_ASV_002179"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Formosa"	"uncultured_marine_bacterium"
"bn_ASV_002717"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriales_NS9"	"Flavobacteriales_NS9"	"uncultured_bacterium"
"bn_ASV_003769"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Psychrobacter"	"uncultured_Psychrobacter_sp"
"bn_ASV_002604"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Halieaceae"	"Halieaceae_OM60"	"uncultured_gamma_proteobacterium"
"bn_ASV_000371"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobia"	"Verrucomicrobiae"	"Opitutales"	"Puniceicoccaceae"	"Lentimonas"	"uncultured_marine_bacterium"
"bn_ASV_001610"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacteriaceae_NS5"	"uncultured_bacterium"
"bn_ASV_001781"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Aliiglaciecola"	"uncultured_bacterium"
"bn_ASV_003030"	"Bacteria"	"Planctomycetes"	"Planctomycetes"	"Planctomycetacia"	"Pirellulales"	"Pirellulaceae"	"Rhodopirellula"	"planctomycete_MS3047"
"bn_ASV_003032"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Betaproteobacteriales"	"Burkholderiaceae"	"MWH-UniP1_aquatic_group"	"uncultured_marine_bacterium"
"bn_ASV_002904"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"uncultured_marine_bacterium"
"bn_ASV_002411"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Bizionia"	"Bizionia_fulviae"
"bn_ASV_002212"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Halieaceae"	"Halieaceae_OM60"	"uncultured_gamma_proteobacterium"
"bn_ASV_001746"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Pseudohongiellaceae"	"Pseudohongiella"	"uncultured_gamma_proteobacterium"
"bn_ASV_002475"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Porticoccaceae"	"SAR92_clade"	"uncultured_SAR92_cluster_bacterium"
"bn_ASV_002379"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacteriaceae_NS5"	"uncultured_marine_bacterium"
"bn_ASV_002522"	"Bacteria"	"Chloroflexi"	"Chloroflexi"	"Dehalococcoidia"	"Dehalococcoidia_SAR202"	"Dehalococcoidia_SAR202"	"Dehalococcoidia_SAR202"	"hydrothermal_vent_metagenome"
"bn_ASV_001836"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacteriaceae_NS5"	"uncultured_marine_bacterium"
"bn_ASV_002543"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Bdellovibrionales"	"Bdellovibrionaceae"	"Bdellovibrionaceae_OM27"	"uncultured_bacterium"
"bn_ASV_003125"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Pseudohongiellaceae"	"Pseudohongiella"	"uncultured_bacterium"
"bn_ASV_000153"	"Bacteria"	"Firmicutes"	"Firmicutes"	"Bacilli"	"Bacillales"	"Family_XII"	"Exiguobacterium"	"uncultured_Exiguobacterium_sp"
"bn_ASV_000158"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Mesonia"	"uncultured_bacterium"
"bn_ASV_001293"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Litoricolaceae"	"Litoricola"	"uncultured_gamma_proteobacterium_CHAB-III-7"
"bn_ASV_002683"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacteriaceae_NS5"	"uncultured_Flavobacterium_sp"
"bn_ASV_002467"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Porticoccaceae"	"SAR92_clade"	"uncultured_marine_bacterium"
"bn_ASV_002468"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacteriaceae_NS5"	"uncultured_marine_bacterium"
"bn_ASV_003362"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Formosa"	"marine_metagenome"
"bn_ASV_000535"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Halomonadaceae"	"Halomonas"	"uncultured_Halomonas_sp"
"bn_ASV_000772"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Marinobacteraceae"	"Marinobacter"	"Marinobacter_sp._DG1305"
"bn_ASV_001318"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Vibrionales"	"Vibrionaceae"	"Vibrio"	"Vibrio_caribbeanicus_ATCC_BAA-2122"
"bn_ASV_002000"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Halomonadaceae"	"Halomonas"	"Halomonas_sp._GFAJ-1"
"bn_ASV_003904"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Aquibacter"	"uncultured_bacterium"
"bn_ASV_003541"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingobium"	"uncultured_bacterium"
"bn_ASV_000154"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Arenibacter"	"uncultured_bacterium"
"bn_ASV_002708"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"uncultured_marine_bacterium"
"bn_ASV_002318"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Formosa"	"uncultured_Flavobacterium_sp"
"bn_ASV_003200"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Halieaceae"	"Luminiphilus"	"marine_gamma_proteobacterium_HTCC2080"
"bn_ASV_001090"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Idiomarinaceae"	"Idiomarina"	"uncultured_Idiomarina_sp"
"bn_ASV_001174"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Idiomarinaceae"	"Idiomarina"	"Idiomarina_sp._B2"
"bn_ASV_001242"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Alphaproteobacteria_X"	"Alphaproteobacteria_X"	"Alphaproteobacteria_X"	"uncultured_bacterium"
"bn_ASV_002021"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Alphaproteobacteria_X"	"Alphaproteobacteria_X"	"Alphaproteobacteria_X"	"uncultured_marine_bacterium"
"bn_ASV_002122"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Alcanivoracaceae"	"Alcanivorax"	"uncultured_bacterium"
"bn_ASV_003511"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobia"	"Verrucomicrobiae"	"Pedosphaerales"	"Pedosphaeraceae"	"SCGC_AAA164-E04"	"Verrucomicrobia_bacterium_SCGC_AAA164-E04"
"bn_ASV_002484"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"uncultured_marine_bacterium"
"bn_ASV_004261"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobia"	"Verrucomicrobiae"	"Opitutales"	"Puniceicoccaceae"	"Pelagicoccus"	"uncultured_bacterium"
"bn_ASV_000029"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Alcanivoracaceae"	"Alcanivorax"	"uncultured_Alteromonadaceae_bacterium"
"bn_ASV_000040"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Alcanivoracaceae"	"Alcanivorax"	"uncultured_bacterium"
"bn_ASV_000585"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Nitrincolaceae"	"Marinobacterium"	"uncultured_bacterium"
"bn_ASV_001395"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Erythrobacter"	"Erythrobacter_marinus"
"bn_ASV_002044"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Halieaceae"	"Halieaceae_OM60"	"uncultured_gamma_proteobacterium"
"bn_ASV_002503"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Ascidiaceihabitans"	"uncultured_bacterium"
"bn_ASV_002410"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Porticoccaceae"	"SAR92_clade"	"Alteromonadaceae_bacterium_NB0015"
"bn_ASV_003364"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobia"	"Verrucomicrobiae"	"Opitutales"	"Puniceicoccaceae"	"Lentimonas"	"uncultured_bacterium"
"bn_ASV_001501"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Sulfitobacter"	"uncultured_bacterium"
"bn_ASV_002375"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"uncultured_SAR86_cluster_bacterium"
"bn_ASV_002551"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Ascidiaceihabitans"	"uncultured_Roseobacter_NAC1-2"
"bn_ASV_001550"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"uncultured_marine_bacterium"
"bn_ASV_002881"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"marine_metagenome"
"bn_ASV_003252"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"uncultured_bacterium"
"bn_ASV_002724"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Pseudohongiellaceae"	"Pseudohongiella"	"uncultured_marine_bacterium"
"bn_ASV_002691"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_KI89A"	"Gammaproteobacteria_KI89A"	"Gammaproteobacteria_KI89A"	"uncultured_bacterium"
"bn_ASV_003318"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Rickettsiales_S25-593"	"Rickettsiales_S25-593"	"uncultured_bacterium"
"bn_ASV_002747"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"marine_metagenome"
"bn_ASV_002841"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Nereida"	"Nereida_ignava"
"bn_ASV_003342"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Pseudohongiellaceae"	"Pseudohongiella"	"uncultured_bacterium"
"bn_ASV_003634"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Aliiglaciecola"	"Glaciecola_sp._"
"bn_ASV_000086"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Rhodothermia"	"Balneolales"	"Balneolaceae"	"Balneola"	"Balneola_sp._EhC07"
"bn_ASV_001339"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Muricauda"	"Muricauda_ruestringensis_DSM_13258"
"bn_ASV_000373"	"Bacteria"	"Planctomycetes"	"Planctomycetes"	"Planctomycetacia"	"Planctomycetales"	"Rubinisphaeraceae"	"Rubinisphaera"	"Rubinisphaera_brasiliensis"
"bn_ASV_001055"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Salegentibacter"	"uncultured_Salegentibacter_sp"
"bn_ASV_003509"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Spongiibacteraceae"	"BD1-7"	"uncultured_gamma_proteobacterium"
"bn_ASV_001749"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Hyphomonadaceae"	"Euryhalocaulis"	"Euryhalocaulis_caribicus"
"bn_ASV_004210"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobia"	"Verrucomicrobiae"	"Verrucomicrobiae_Arctic97B-4"	"Verrucomicrobiae_Arctic97B-4"	"Verrucomicrobiae_Arctic97B-4"	"uncultured_bacterium"
"bn_ASV_002254"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Porticoccaceae"	"SAR92_clade"	"uncultured_SAR92_cluster_bacterium"
"bn_ASV_000622"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Halomonadaceae"	"Cobetia"	"Halomonas_sp._B-1069"
"bn_ASV_001385"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Litoricolaceae"	"Litoricola"	"uncultured_gamma_proteobacterium_CHAB-III-7"
"bn_ASV_002828"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11"	"SAR11_Clade_I"	"SAR11_Clade_Ia"	"uncultured_bacterium"
"bn_ASV_003292"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Betaproteobacteriales"	"Methylophilaceae"	"Methylophilaceae_OM43"	"uncultured_bacterium"
"bn_ASV_003449"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"uncultured_bacterium"
"bn_ASV_003899"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Pseudohongiellaceae"	"Pseudohongiella"	"uncultured_bacterium"
"bn_ASV_003296"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Betaproteobacteriales"	"Burkholderiaceae"	"MWH-UniP1_aquatic_group"	"uncultured_bacterium"
"bn_ASV_000186"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Devosiaceae"	"Pelagibacterium"	"Pelagibacterium_sp._H642"
"bn_ASV_000317"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Marixanthomonas"	"Marixanthomonas_ophiurae"
"bn_ASV_003656"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"uncultured_gamma_proteobacterium"
"bn_ASV_004252"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacteriaceae_NS4"	"uncultured_bacterium"
"bn_ASV_003969"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacteriaceae_NS4"	"uncultured_marine_bacterium"
"bn_ASV_004381"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Alcanivoracaceae"	"Alcanivorax"	"Alcanivorax_sp._2PR511-6"
"bn_ASV_002669"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Acidimicrobiia"	"Actinomarinales"	"Actinomarinaceae"	"Actinomarina"	"uncultured_bacterium"
"bn_ASV_004761"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Aurantivirga"	"uncultured_marine_bacterium"
"bn_ASV_002435"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Porticoccaceae"	"SAR92_clade"	"Alteromonadaceae_bacterium_NB0015"
"bn_ASV_003119"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"marine_metagenome"
"bn_ASV_004561"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Formosa"	"uncultured_marine_bacterium"
"bn_ASV_001681"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriales_NS7"	"Flavobacteriales_NS7"	"uncultured_bacterium"
"bn_ASV_003386"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"uncultured_marine_bacterium"
"bn_ASV_003066"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"uncultured_bacterium"
"bn_ASV_004253"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Pseudohongiellaceae"	"Pseudohongiella"	"uncultured_bacterium"
"bn_ASV_002116"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacteriaceae_NS5"	"uncultured_Flavobacteriia_bacterium"
"bn_ASV_004136"	"Bacteria"	"Chloroflexi"	"Chloroflexi"	"Dehalococcoidia"	"Dehalococcoidia_SAR202"	"Dehalococcoidia_SAR202"	"Dehalococcoidia_SAR202"	"marine_metagenome"
"bn_ASV_002882"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"uncultured_bacterium"
"bn_ASV_003044"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacteriaceae_X"	"uncultured_Flavobacteriaceae_bacterium"
"bn_ASV_003572"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Porticoccaceae"	"SAR92_clade"	"uncultured_SAR92_cluster_bacterium"
"bn_ASV_000182"	"Bacteria"	"Planctomycetes"	"Planctomycetes"	"Planctomycetacia"	"Planctomycetales"	"Gimesiaceae"	"Gimesia"	"Gimesia_maris_DSM_8797"
"bn_ASV_000447"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Acidimicrobiia"	"Microtrichales"	"Ilumatobacteraceae"	"Ilumatobacter"	"uncultured_actinobacterium"
"bn_ASV_001042"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Maribacter"	"Maribacter_dokdonensis"
"bn_ASV_001120"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Nonlabens"	"uncultured_bacterium"
"bn_ASV_001911"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacteriaceae_NS5"	"uncultured_marine_bacterium"
"bn_ASV_004875"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"uncultured_bacterium"
"bn_ASV_004613"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacteriaceae_X"	"uncultured_marine_bacterium"
"bn_ASV_003675"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacteriaceae_NS2b"	"metagenome"
"bn_ASV_005161"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobia"	"Verrucomicrobiae"	"Opitutales"	"Puniceicoccaceae"	"Cerasicoccus"	"uncultured_bacterium"
"bn_ASV_003507"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Betaproteobacteriales"	"Methylophilaceae"	"Methylophilaceae_OM43"	"uncultured_bacterium"
"bn_ASV_004129"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"uncultured_bacterium"
"bn_ASV_000866"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Alcanivoracaceae"	"Alcanivorax"	"Alcanivorax_jadensis_T9"
"bn_ASV_005325"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"uncultured_marine_bacterium"
"bn_ASV_003929"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacteriaceae_NS5"	"uncultured_bacterium_ARCTIC26_B_07"
"bn_ASV_004476"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriales_NS9"	"Flavobacteriales_NS9"	"uncultured_marine_bacterium"
"bn_ASV_002658"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriales_NS9"	"Flavobacteriales_NS9"	"uncultured_marine_bacterium"
"bn_ASV_003765"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobia"	"Verrucomicrobiae"	"Opitutales"	"Puniceicoccaceae"	"Coraliomargarita"	"uncultured_bacterium"
"bn_ASV_004034"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"uncultured_marine_bacterium"
"bn_ASV_007000"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacteriaceae_NS4"	"marine_metagenome"
"bn_ASV_000231"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Alcanivoracaceae"	"Alcanivorax"	"Alcanivorax_jadensis_T9"
"bn_ASV_000305"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Hoeflea"	"Hoeflea_sp._EM170"
"bn_ASV_000313"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Nitratireductor"	"Nitratireductor_aquibiodomus"
"bn_ASV_000363"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Hyphomonadaceae"	"Hyphomonas"	"uncultured_bacterium"
"bn_ASV_003340"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"uncultured_marine_bacterium"
"bn_ASV_003436"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Mesonia"	"uncultured_bacterium"
"bn_ASV_003867"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacteriaceae_NS5"	"uncultured_marine_bacterium"
