ID	M1	D1	D2	DR1	D3	DR2	DR3	D4	D5	R2	R3	M2	DR4	R4	DR5	DR6	D6	D7	DR7	M3	R5	M5	M6	R6	D8	R7	M7	M8	R8
390	0.000669241	0	0.000718406	0	0	0.001072553	0.000733208	0.002067896	0.000803694	0	0	0.000856311	0.001820946	0	0	0.000715599	0	0.001281411	0.00089882	0.001930055	0	0.000567769	0	0	0.001492805	0.001511335	0.001698398	0	0.00077511
391	0	0	0	0	0	0	0	0	0	0	0	0.000856311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
392	0	0	0	0	0	0	0	0	0.000401847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
393	0.213487883	0.173421489	0.20905623	0.218054027	0.182134938	0.16463686	0.26248836	0.128209547	0.264817099	0.118212135	0.180717192	0.256036993	0.222155454	0.150401672	0.220369688	0.27550575	0.208195766	0.236420251	0.220210863	0.18239018	0.144346564	0.145348837	0.240905644	0.30469719	0.272063653	0.232745592	0.220791793	0.142252216	0.131768645
394	0	0	0	0	0	0	0	0.000689299	0.000401847	0	0	0	0	0	0.001568468	0	0	0	0	0	0	0	0	0	0	0	0	0	0
395	0	0	0.000718406	0.000705676	0	0.000536276	0	0	0	0	0	0	0	0	0	0.002146798	0	0	0	0	0	0	0	0	0	0	0	0.001654096	0
396	0.000669241	0	0.001436813	0.002822706	0	0.000536276	0	0	0.008438785	0.001244338	0.00283849	0	0.001820946	0.001801218	0.001568468	0.008587192	0.00077685	0.004484937	0.00269646	0.002895082	0	0.004542151	0.000671046	0.003370544	0.001866006	0.002518892	0.006793594	0.001654096	0
397	0	0.000833757	0	0	0.001979728	0.000536276	0	0	0.000401847	0	0	0.001712622	0.000910473	0	0.000784234	0.000715599	0	0	0.00089882	0	0	0	0	0	0	0	0	0	0.00077511
398	0.214826365	0.15257756	0.262936701	0.364129054	0.239547038	0.186087917	0.081386056	0.134413235	0.261200477	0.131899856	0.199640458	0.332248673	0.252201069	0.19723333	0.287029558	0.372111662	0.222955914	0.361357783	0.107858382	0.199760673	0.087432776	0.143077762	0.248958201	0.269643531	0.251164388	0.278085642	0.382139642	0.15217679	0.123242439
399	0.001338482	0.003335029	0.002873625	0.002117029	0	0.001608829	0.003299435	0.003446493	0.002009234	0.001244338	0	0	0.00273142	0.002701826	0.004705403	0.002862397	0	0	0.00089882	0.001930055	0	0.002271076	0	0	0.002612408	0.000503778	0	0.001654096	0.002325329
400	1.140386687	1.48242023	1.202612125	1.020408163	0.873059867	0.952426919	1.817988518	0.903670515	1.344981535	0.652033249	0.955624941	1.078951875	1.07891071	1.068122051	1.544156282	0.938866348	1.141192465	0.92197491	1.429123561	0.782637227	0.986505658	1.35185774	1.36893458	1.52416006	1.424135666	0.992443325	0.835612018	1.083432579	0.859596633
401	0.432329695	0.430218695	0.318972392	0.328845231	0.330614507	0.368421899	0.27861893	0.398414613	0.343579089	0.22149221	0.175986375	0.35536907	0.335054128	0.334125869	0.368589869	0.327744502	0.347251894	0.315867707	0.302003469	0.240291824	0.163317826	0.286723292	0.505968957	0.432777868	0.376559981	0.316372796	0.293822925	0.365555114	0.255786194
402	0	0	0	0	0	0	0.000366604	0	0.000401847	0	0.000946163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
403	0	0.002501271	0	0	0	0	0.001099812	0	0.000401847	0	0	0	0	0.000900609	0	0	0	0.000640705	0.00089882	0.002895082	0.000824838	0.000567769	0	0.002022326	0	0.000503778	0.001698398	0.001654096	0
404	0.019407989	0.009171329	0.023707407	0.018347588	0.00791891	0.011798081	0.008431889	0.01033948	0.011251713	0.013687721	0.015138613	0.014557287	0.009104732	0.01531035	0.014116208	0.017889984	0.015536997	0.014095516	0.006291739	0.017370493	0.0131974	0.010787609	0.018118252	0.023593809	0.01903326	0.018639798	0.015285586	0.008270478	0.010851535
405	0.321235687	0.425216152	0.331903705	0.277330849	0.241526766	0.283690225	0.386767067	0.246768913	0.354428955	0.190383754	0.232756174	0.314266141	0.336875074	0.301703952	0.436033973	0.347065685	0.365896291	0.335729571	0.438624087	0.258627345	0.216932264	0.346339026	0.428127579	0.473224397	0.372454768	0.240806045	0.285330933	0.339089586	0.234858232
406	0.018738748	0.0058363	0.017960157	0.004939735	0	0.002681382	0.001466415	0.002757195	0.004822163	0.002488677	0.001892327	0.002568933	0.010015205	0.002701826	0.009410805	0.007155994	0.00077685	0.005766348	0.00179764	0.001930055	0	0.001703307	0.004697325	0.01145985	0.008583627	0.003526448	0.001698398	0.001654096	0.001550219
407	0.438352864	0.234285762	0.401589115	0.285798967	0.360310421	0.312649152	0.260288737	0.641047734	0.372913912	0.196605445	0.242217807	0.43158075	0.421549079	0.241363161	0.366237168	0.35207488	0.318508448	0.378656825	0.365819679	0.245116961	0.212808077	0.321357195	0.370417592	0.438844847	0.459410641	0.237783375	0.377044447	0.310969962	0.179825445
408	0.075624235	0.030015258	0.05603569	0.042340588	0.025736459	0.048801154	0.035560574	0.135791832	0.054651177	0.037330148	0.024600246	0.048809728	0.041881766	0.029720091	0.048622493	0.045082759	0.045834143	0.040364433	0.030559875	0.032810932	0.0197961	0.031227289	0.060394173	0.076848406	0.072774228	0.041813602	0.086618319	0.039698293	0.020152852
409	0	0.000833757	0	0.000705676	0	0	0.001466415	0	0	0	0	0.000856311	0.000910473	0	0	0	0	0	0	0.000965027	0	0	0	0.002022326	0.000746402	0.000503778	0	0	0
410	0.047516112	0.020010172	0.035920314	0.043046264	0.023756731	0.035394244	0.029328308	0.024814751	0.037773608	0.032352795	0.049200492	0.053947594	0.026403722	0.02251522	0.039211688	0.059394746	0.031850845	0.05574136	0.020672857	0.030880877	0.008248375	0.017033067	0.034894411	0.061343903	0.052248164	0.046347607	0.052650351	0.024811433	0.017052413
411	0.302496938	0.194265418	0.314661954	0.218759703	0.217770035	0.216655673	0.219595709	0.257108392	0.300581472	0.197849783	0.223294541	0.2877205	0.297724728	0.279188732	0.290950727	0.303414124	0.260244708	0.278066095	0.182460429	0.192040454	0.141047214	0.206100109	0.257681803	0.321549911	0.275795665	0.254911839	0.232680582	0.205107847	0.163548142
412	0.095032224	0.066700573	0.11997385	0.167950998	0.104925562	0.064889447	0.068921525	0.059279683	0.111311588	0.083370663	0.070016085	0.089056345	0.083763532	0.080154184	0.109008493	0.093743515	0.104097883	0.139673753	0.06022093	0.077202193	0.047015738	0.064725654	0.080525564	0.110553848	0.102257121	0.084634761	0.100205506	0.066163822	0.0480568
413	0.024092676	0.006670057	0.014368126	0.00987947	0.021777003	0.01340691	0.007332077	0.019300362	0.019288651	0.016176397	0.009461633	0.020551464	0.034597981	0.021614611	0.010195039	0.028623974	0.016313847	0.022424685	0.008988198	0.014475411	0.004949025	0.014761991	0.018118252	0.022245591	0.019779662	0.012594458	0.023777578	0.019849146	0.007751097
414	0.008030892	0.002501271	0.002873625	0.000705676	0.001979728	0.001608829	0.005499058	0.001378597	0.003616622	0.002488677	0.001892327	0.002568933	0.00273142	0.002701826	0.002352701	0.005009195	0.008545349	0.005125642	0.013482298	0.006755192	0.002474513	0.011355378	0.002684185	0.033031333	0.004105213	0.005541562	0.001698398	0.013232764	0.004650658
415	0.014054061	0.004168786	0.003592031	0.006351088	0.003959455	0.005899041	0.005132454	0.002067896	0.007233244	0.004977353	0.003784653	0.012844665	0.007283785	0.004503044	0.010195039	0.015743186	0.010875898	0.005125642	0.008089379	0.007720219	0.004949025	0.002838844	0.004026278	0.006066979	0.006717621	0.005541562	0.006793594	0.011578669	0.006200877
416	0.145894541	0.093380802	0.209774636	0.152426116	0.154418752	0.106182731	0.064522279	0.115112873	0.178420018	0.075904634	0.097454821	0.114745676	0.201214571	0.091862099	0.178021065	0.234000988	0.141386677	0.156972796	0.099769003	0.076237165	0.045366063	0.139103379	0.09595963	0.119991371	0.143309249	0.106297229	0.161347849	0.089321159	0.090687832
417	0.011377097	0.006670057	0.007184063	0.011290823	0.009898638	0.006971593	0.005865662	0.006892986	0.007635091	0.006221691	0.003784653	0.005137866	0.006373312	0.008105479	0.010979273	0.008587192	0.008545349	0.009610579	0.008988198	0.008685247	0.000824838	0.006245458	0.005368371	0.01145985	0.006717621	0.007556675	0.015285586	0.004962287	0.002325329
418	0.008030892	0.010005086	0.003592031	0.003528382	0.001979728	0.006435317	0.004399246	0.013785973	0.002812928	0.002488677	0.003784653	0.009419421	0.001820946	0.00720487	0.004705403	0.007155994	0.006991649	0.005766348	0.004494099	0.005790164	0.001649675	0.001135538	0.006039417	0.009437524	0.008956828	0.004030227	0.006793594	0.011578669	0.005425768
419	0.000669241	0.000833757	0.001436813	0.000705676	0	0.001072553	0.001099812	0.000689299	0	0	0.000946163	0.000856311	0.000910473	0	0	0.001431199	0	0	0	0	0	0.000567769	0	0.000674109	0.000373201	0.002015113	0.001698398	0	0
420	0.000669241	0	0	0.000705676	0	0	0	0.000689299	0	0	0.000946163	0.000856311	0	0	0.000784234	0.001431199	0	0.000640705	0	0.000965027	0	0	0	0.000674109	0.000373201	0.000503778	0	0	0
421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000715599	0	0	0	0	0	0	0	0	0.000373201	0	0	0	0
422	3.899667387	3.587657059	3.716315725	3.745730657	3.044821033	3.604313808	3.36249056	3.733241427	3.819152826	2.23980887	2.347431167	3.59564994	2.988172953	2.999927951	4.29995373	4.022383948	3.717226646	3.978139136	3.261817234	2.855516097	2.428321621	2.808184956	4.209473833	4.881222024	4.000716546	3.407052897	3.520779905	2.780534604	2.59894275
423	0.014723302	0.012506357	0.006465657	0.006351088	0.003959455	0.005899041	0.002566227	0.004135792	0.007635091	0.00746603	0.00567698	0.011988354	0.008194259	0.00720487	0.007058104	0.012165189	0.008545349	0.007688463	0.003595279	0.00386011	0.004124188	0.00510992	0.020802437	0.016178612	0.012315639	0.008564232	0.003396797	0.008270478	0.003100439
424	0.041492943	0.029181501	0.056754097	0.044457617	0.041574279	0.027886374	0.038493405	0.038600724	0.04781978	0.029864118	0.047308165	0.032539818	0.023672302	0.036924961	0.058033299	0.052238753	0.044280443	0.048693602	0.045839812	0.039566124	0.0329935	0.038040516	0.044960106	0.059995686	0.061204992	0.036775819	0.022079179	0.028119624	0.02480351
425	0.011377097	0.010838843	0.015804938	0.013407853	0.011878366	0.008044146	0.010998116	0.002067896	0.014466488	0.009954706	0.019869429	0.01712622	0.004552366	0.011707915	0.013331974	0.022899179	0.010875898	0.012814106	0.017077577	0.013510384	0.004124188	0.01021984	0.012749881	0.020897374	0.013808443	0.011083123	0.020380781	0.011578669	0.006200877
426	0.000669241	0	0.001436813	0.000705676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000671046	0	0.000373201	0	0	0	0
427	0.251634621	0.175089004	0.159486196	0.120670675	0.128682293	0.144794633	0.228027598	0.230225745	0.206147454	0.111990443	0.1315167	0.1943826	0.203035518	0.180121762	0.224290857	0.135963877	0.155369975	0.196696524	0.18066279	0.15633444	0.151770101	0.196448038	0.207353326	0.256161355	0.298187735	0.14861461	0.151157459	0.145560408	0.114716232
428	0.008700133	0.004168786	0.004310438	0.005645412	0.013858093	0.00750787	0.001833019	0.002757195	0.007233244	0.009954706	0.010407796	0.010275732	0.009104732	0.011707915	0.005489636	0.003577997	0.003884249	0.006407053	0.006291739	0.005790164	0.00329935	0.006245458	0.004026278	0.010111632	0.01903326	0.028211587	0.015285586	0.006616382	0.026353729
429	0.005353928	0.002501271	0.002873625	0.001411353	0	0.002681382	0.001466415	0.000689299	0.005625856	0.003733015	0.001892327	0.006850488	0.014567571	0.001801218	0.008626571	0.002862397	0.00233055	0.001922116	0.00179764	0.00386011	0	0.004542151	0.004697325	0.010785741	0.004478414	0.011083123	0.011888789	0.003308191	0.013176865
430	0.010038615	0.005002543	0.004310438	0.004939735	0.003959455	0.002681382	0.002199623	0.002757195	0.006027703	0.006221691	0.000946163	0.011988354	0.008194259	0.006304262	0.005489636	0.010018391	0.004661099	0.007047758	0.005392919	0.004825137	0.004949025	0.001703307	0.001342093	0.01145985	0.004851615	0.009571788	0.006793594	0.003308191	0.006975987
431	0.003346205	0.001667514	0.000718406	0.004234059	0.005939183	0.002681382	0.001099812	0.002067896	0.001205541	0.001244338	0	0.004281555	0.001820946	0.003602435	0.001568468	0.002862397	0	0.002562821	0.00089882	0.001930055	0.000824838	0.001135538	0.001342093	0.007415197	0.002239207	0	0	0	0.003100439
432	0.245611452	0.118393517	0.174572728	0.13760691	0.126702566	0.123343576	0.142975504	0.169567465	0.161944296	0.098302723	0.118270413	0.168693269	0.193930786	0.117979754	0.245465168	0.171028245	0.104874733	0.22296544	0.133025338	0.137998919	0.136923026	0.143077762	0.152998571	0.237286308	0.269078044	0.195969773	0.159649451	0.150522694	0.11936689
433	0.010038615	0.005002543	0.006465657	0.009173794	0.001979728	0.004826488	0.002566227	0	0.004018469	0.00746603	0.006623143	0.00856311	0.005462839	0.008105479	0.00627387	0.006440394	0.005437949	0.01089199	0.008089379	0.005790164	0.021445775	0.006813227	0.00738151	0.024267918	0.008210426	0.002518892	0.008491992	0.018195051	0.00077511
434	0	0	0	0.000705676	0	0	0	0	0.000803694	0	0	0.000856311	0	0	0	0.000715599	0	0	0.00089882	0.001930055	0	0	0	0	0	0	0	0	0
435	0.018738748	0.010838843	0.011494501	0.010585147	0.009898638	0.010189252	0.009898304	0.00482509	0.011251713	0.012443383	0.015138613	0.01712622	0.013657098	0.011707915	0.013331974	0.008587192	0.013983298	0.01089199	0.009887018	0.007720219	0.021445775	0.016465298	0.016105113	0.019549156	0.017540455	0.011083123	0.011888789	0.01488686	0.005425768
436	0.000669241	0	0	0	0	0.000536276	0.000366604	0.000689299	0.000401847	0	0	0	0	0	0.000784234	0	0	0	0	0	0	0.000567769	0.001342093	0.000674109	0.000746402	0.001007557	0	0	0
437	0.05287004	0.025012715	0.03879394	0.038812205	0.029695914	0.025741268	0.026762081	0.033775633	0.031745904	0.031108457	0.031223389	0.042815551	0.036418927	0.023415829	0.029800883	0.040789163	0.033404545	0.042286549	0.035053974	0.024125685	0.031343825	0.032362827	0.048986384	0.0687591	0.065683406	0.027707809	0.027174375	0.02977372	0.007751097
438	0	0	0	0.001411353	0	0	0.000733208	0	0	0	0	0	0	0	0	0	0	0	0.00089882	0	0	0	0.001342093	0.001348218	0.000373201	0	0	0	0
439	0.004684687	0.026680229	0.010776094	0.009173794	0.003959455	0.009116699	0.032261139	0.007582285	0.018484957	0.004977353	0.006623143	0.005137866	0.009104732	0.013509132	0.016468909	0.009302792	0.006214799	0.009610579	0.017976397	0.006755192	0.011547725	0.011355378	0.013420927	0.008763415	0.016420851	0.012594458	0.001698398	0.011578669	0.012401755
440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000671046	0	0	0	0	0	0
441	0.121801865	0.05586173	0.337650955	0.131255822	0.085128286	0.084195398	0.031527932	0.077201448	0.083986	0.062216913	0.13719368	0.110464121	0.043702712	0.054036529	0.069012571	0.233285388	0.157700524	0.274862569	0.045839812	0.084922412	0.069286351	0.022142987	0.097301723	0.116620827	0.127261599	0.204030227	0.13926867	0.046314675	0.037980374
442	0.001338482	0.001667514	0.002155219	0.004939735	0.003959455	0.001072553	0.001099812	0.001378597	0.002009234	0.001244338	0	0.004281555	0.000910473	0.004503044	0	0.009302792	0.00077685	0.001922116	0.003595279	0.001930055	0	0	0.002013139	0.001348218	0.005224816	0.001007557	0.003396797	0.003308191	0.00077511
443	0	0	0	0.000705676	0	0.001072553	0.007332077	0.000689299	0.001205541	0	0.000946163	0	0.00273142	0	0.000784234	0.000715599	0	0.001281411	0.00269646	0.000965027	0	0	0	0.002696435	0	0.004534005	0	0	0.00077511
444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00089882	0	0	0	0	0	0	0	0	0	0
445	0.271042611	0.130066117	0.271557577	0.163716939	0.182134938	0.150157397	0.142975504	0.434258142	0.184849569	0.184162063	0.197748131	0.274019524	0.298635201	0.180121762	0.268992181	0.20895501	0.24781511	0.220402619	0.250770738	0.131243727	0.155894289	0.387786156	0.277813194	0.293911449	0.307890966	0.202015113	0.295521323	0.203453751	0.175174787
446	0	0	0	0	0.001979728	0	0	0	0	0.001244338	0	0	0	0	0	0.000715599	0.00077685	0	0	0.000965027	0	0.000567769	0	0	0	0	0	0	0.00077511
447	0.102393875	0.096715831	0.073995848	0.064922234	0.061371555	0.080977739	0.059756428	0.062036877	0.067510277	0.03608581	0.051092819	0.051378661	0.050076025	0.06034079	0.060386	0.09946831	0.104097883	0.071758992	0.12044186	0.065621864	0.051139925	0.076081032	0.092604398	0.074151971	0.106362334	0.077078086	0.073031132	0.104208019	0.057358116
448	0.961699337	0.751215201	0.827604043	0.761424902	0.564222363	0.588831507	0.598664096	0.598311218	0.747435212	0.462893833	0.524174473	0.618256551	0.546283904	0.538564069	0.646208622	0.8809028	0.869295009	0.755391535	0.77478271	0.716050336	0.477580917	0.597860647	0.753585065	1.01790433	0.700125396	0.616624685	0.793152058	0.502845044	0.526299471
449	0.012046338	0.0058363	0.00574725	0.007056765	0.001979728	0.000536276	0.005499058	0.003446493	0.008438785	0.003733015	0.000946163	0.007706799	0.004552366	0.005403653	0.000784234	0.007871593	0.013983298	0.02306539	0.003595279	0.004825137	0.001649675	0.007380996	0.00738151	0.006741088	0.007090822	0.005037783	0.011888789	0.004962287	0.028679058
450	0.003346205	0.003335029	0.002873625	0.004234059	0.003959455	0.002681382	0.002199623	0.000689299	0.004822163	0	0.001892327	0.005994177	0.001820946	0.002701826	0.003921169	0.005009195	0.0015537	0.005766348	0.00269646	0.00386011	0.001649675	0.002271076	0.002013139	0.002696435	0.003358811	0.00302267	0.006793594	0	0.003100439
451	0.001338482	0.000833757	0	0.004234059	0.001979728	0.000536276	0.001099812	0.000689299	0.001205541	0	0.000946163	0	0.000910473	0	0.000784234	0.000715599	0.008545349	0.003203526	0	0	0	0.000567769	0.001342093	0.000674109	0.001119604	0.000503778	0	0	0
452	0.180695074	0.090045773	0.120692256	0.148897733	0.130662021	0.084195398	0.10558191	0.10615199	0.110507894	0.126922503	0.112593434	0.144716561	0.105614888	0.080154184	0.134103974	0.192496225	0.168576423	0.180038186	0.093477264	0.103257933	0.118776601	0.071538881	0.133538226	0.185379928	0.16271571	0.168261965	0.164744646	0.07774249	0.081386516
453	0.016061784	0.014173872	0.010776094	0.017641912	0.017817548	0.014479463	0.014664154	0.00482509	0.018484957	0.011199044	0.017977103	0.011988354	0.014567571	0.00720487	0.017253143	0.019321182	0.012429598	0.019861864	0.012583478	0.009650274	0.007423538	0.013058685	0.010736742	0.013482177	0.016420851	0.008564232	0.022079179	0.011578669	0.011626645
454	0.006023169	0.001667514	0.000718406	0.004939735	0.001979728	0.002681382	0.001466415	0.000689299	0.002411081	0.001244338	0.004730817	0.001712622	0.003641893	0.003602435	0.005489636	0.003577997	0	0.003203526	0.00179764	0.001930055	0.000824838	0.005677689	0.002013139	0.012133959	0.000746402	0.002015113	0.008491992	0.001654096	0.010851535
455	0.337297471	0.218444376	0.280178452	0.325316849	0.219749762	0.197885998	0.264687983	0.231604343	0.311029492	0.17171868	0.187340335	0.210652509	0.218513561	0.15940776	0.324672778	0.324882105	0.286657603	0.341495919	0.186055709	0.193970509	0.115477251	0.151594295	0.293918307	0.32222402	0.340359467	0.2	0.261553355	0.172025936	0.179825445
456	0.014054061	0.005002543	0.05028844	0.00987947	0.009898638	0.003753935	0.00476585	0.000689299	0.013260947	0.002488677	0.010407796	0.010275732	0.011836151	0.009006088	0.02509548	0.008587192	0.008545349	0.039723728	0.00269646	0.001930055	0.001649675	0.028388445	0.004697325	0.01752683	0.007464023	0.010579345	0.01019039	0.001654096	0.015502194
457	0.014054061	0.006670057	0.002155219	0.003528382	0.005939183	0.004290211	0.004399246	0.002067896	0.00642955	0.004977353	0.01419245	0.005994177	0.011836151	0.012608523	0.021174312	0.003577997	0.006991649	0.01089199	0.00179764	0.002895082	0.00329935	0.017033067	0.004697325	0.018875047	0.013808443	0.01511335	0.015285586	0.013232764	0.034104826
458	0.000669241	0.003335029	0.001436813	0.004939735	0	0.005899041	0.001833019	0.002757195	0.000401847	0	0.000946163	0.000856311	0.004552366	0.000900609	0.001568468	0.003577997	0.00077685	0.000640705	0.00089882	0.000965027	0.001649675	0.002271076	0.010065695	0.004718762	0.001866006	0.001007557	0.001698398	0.001654096	0.001550219
459	0.339974435	0.26430102	0.29598339	0.294972761	0.304878049	0.340535526	0.259188926	0.363260383	0.319066429	0.211537504	0.193963478	0.224353485	0.265858166	0.218847941	0.325457012	0.306276522	0.257914158	0.348543677	0.229199062	0.184320235	0.158368801	0.174305051	0.289892029	0.350536591	0.307890966	0.188916877	0.225886989	0.160447267	0.201528516
460	0.003346205	0.004168786	0.005028844	0.004939735	0.003959455	0.005899041	0.002932831	0.002757195	0.007233244	0.001244338	0.004730817	0.005994177	0.009104732	0.017111567	0.015684675	0.006440394	0.014760148	0.005766348	0.00179764	0.004825137	0.001649675	0.01021984	0.008052556	0.018200938	0.005598018	0.008564232	0.016983984	0.004962287	0.012401755
461	1.831712655	1.348185328	1.613540522	1.560250656	1.290782388	1.260785859	1.108976662	1.104945718	1.471161458	1.129859141	1.159050052	1.529371468	1.206376954	1.290572427	1.404562672	1.846961923	1.531947951	1.67800715	1.124423632	1.08276075	0.797617869	1.066269985	1.408526315	1.678530982	1.647309966	1.374811083	1.598192904	1.073508006	1.048723394
462	0	0	0	0	0	0	0	0	0.000401847	0	0	0	0	0	0	0	0	0	0	0.002895082	0	0	0	0.000674109	0	0	0	0	0.00077511
463	0	0	0.001436813	0	0	0	0	0.000689299	0.000803694	0	0	0	0	0.000900609	0	0	0	0	0.00089882	0.000965027	0	0	0	0	0.000373201	0	0	0	0
464	0.01338482	0.008337572	0.011494501	0.0119965	0.00791891	0.009652976	0.002566227	0.004135792	0.009242478	0.012443383	0.01703094	0.006850488	0.010925678	0.025217047	0.013331974	0.024330378	0.012429598	0.029472443	0.006291739	0.007720219	0.004124188	0.004542151	0.017447205	0.014830394	0.011196035	0.015617128	0.008491992	0.008270478	0.00077511
465	0.004684687	0.004168786	0.013649719	0.002117029	0.00791891	0.002145106	0.001833019	0.002067896	0.002812928	0	0.01703094	0.005137866	0.006373312	0.001801218	0.008626571	0.007871593	0.00233055	0.008329169	0.00089882	0.002895082	0	0.001703307	0.013420927	0.006741088	0.007464023	0.008060453	0.01019039	0.003308191	0.002325329
466	0.000669241	0.000833757	0.010776094	0.001411353	0	0.003217659	0.000733208	0	0.002009234	0	0.000946163	0.000856311	0.000910473	0	0.001568468	0.001431199	0.00077685	0.001922116	0	0	0.001649675	0	0.000671046	0.000674109	0.001866006	0.001511335	0	0	0.00077511
467	0.003346205	0.057529244	0.012931313	0.029638411	0.017817548	0.031640309	0.006232266	0.04549371	0.145066727	0.033597133	0.00567698	0.017982531	0.013657098	0.006304262	0.119987766	0.01144959	0.033404545	0.028831738	0.026964595	0.00386011	0.004949025	0.014194222	0.001342093	0.01145985	0.060085388	0.034760705	0.008491992	0.004962287	0.02480351
468	0.005353928	0.000833757	0	0.000705676	0.005939183	0.004290211	0.002566227	0.002757195	0.002812928	0	0	0.000856311	0.005462839	0.002701826	0.007842338	0	0.00233055	0.004484937	0.00269646	0.000965027	0	0.002271076	0.003355232	0.004044653	0.000373201	0.005037783	0.001698398	0	0
469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001342093	0	0.000373201	0.001007557	0	0	0
470	0.009369374	0.000833757	0	0.0119965	0.001979728	0.006435317	0.003299435	0	0.002009234	0.041063163	0.006623143	0.014557287	0.005462839	0.063943226	0.007058104	0.018605583	0.00077685	0	0.006291739	0.001930055	0.005773863	0.052802507	0.012078835	0.041794747	0.000746402	0.078085642	0.015285586	0.009924573	0.058908336
471	0.008700133	0.010005086	0.009339282	0.027521382	0.005939183	0.008044146	0.024562458	0.002067896	0.013260947	0.008710368	0.022707919	0.015413598	0.015478044	0.023415829	0.011763506	0.024330378	0.007768499	0.127500352	0.016178757	0.012545356	0.004124188	0.012490916	0.010065695	0.039772421	0.022765271	0.026700252	0.008491992	0.011578669	0.022478181
472	0.003346205	0.003335029	0.016523345	0.006351088	0.003959455	0.004290211	0.005499058	0.001378597	0.003616622	0.004977353	0.003784653	0.003425244	0.006373312	0.003602435	0.003921169	0.012165189	0.003884249	0.006407053	0.011684658	0.004825137	0.002474513	0.007948765	0.004026278	0.008089306	0.005598018	0.008564232	0	0.006616382	0.002325329
473	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000900609	0	0	0	0.000640705	0.00089882	0	0	0.000567769	0	0.000674109	0	0.001007557	0	0	0.00077511
474	0.010707856	0.002501271	0	0.004939735	0.003959455	0.006971593	0.001466415	0	0.002411081	0.002488677	0.00283849	0.005994177	0.010015205	0.005403653	0.007842338	0.005724795	0.00077685	0.002562821	0.005392919	0	0.001649675	0.007380996	0.002013139	0.007415197	0.001492805	0.026700252	0.003396797	0.003308191	0.004650658
475	0.009369374	0.007503814	0.020833782	0.00987947	0.003959455	0.070788487	0.009898304	0.008960882	0.014466488	0.00746603	0.003784653	0.005994177	0.016388517	0.154904716	0.039211688	0.007155994	0.005437949	0.007688463	0.008988198	0.006755192	0.004949025	0.017033067	0.014091974	0.020223265	0.002239207	0.013098237	0.006793594	0.003308191	0.027128839
476	0.0261004	0.015007629	0.018678563	0.033166794	0.011878366	0.012870634	0.010631512	0.003446493	0.027727435	0.016176397	0.006623143	0.040246618	0.025493249	0.008105479	0.027448182	0.022899179	0.012429598	0.033316675	0.013482298	0.014475411	0.012372563	0.00510992	0.012749881	0.030334897	0.068669015	0.037279597	0.008491992	0.021503242	0.012401755
477	0.002676964	0.001667514	0.026581033	0	0.003959455	0.002681382	0.000733208	0.002067896	0.009242478	0.001244338	0	0.001712622	0	0.002701826	0	0	0.00233055	0.035238791	0.00179764	0.001930055	0.001649675	0	0.002013139	0.001348218	0.002612408	0.00302267	0.01019039	0	0.001550219
478	0.463114782	0.285978706	0.473429743	0.545487905	0.330614507	0.345362013	0.403264241	0.314320179	0.487440276	0.334726992	0.297095279	0.481246789	0.423370025	0.392665442	0.607781167	0.609690646	0.384540688	0.506797883	0.320878686	0.275997838	0.265597677	0.348610102	0.435509089	0.668715958	0.453439422	0.695717884	0.518011515	0.233227471	0.398406375
479	0.159948602	0.097549588	0.170980696	0.143957998	0.102945835	0.118517088	0.114747007	0.078580045	0.168373846	0.158030959	0.096508657	0.151567049	0.144765234	0.155805324	0.146651714	0.118789492	0.133618178	0.194133702	0.115048941	0.101327878	0.083308588	0.131722384	0.142261829	0.252116702	0.168686929	0.152141058	0.154554255	0.120748974	0.130218426
480	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000900609	0	0	0	0	0	0	0	0	0	0.000674109	0	0	0	0	0
481	0.031454328	0.035851558	0.047414815	0.055042764	0.027716186	0.046119772	0.110714364	0.022746855	0.052641942	0.024886765	0.018923266	0.022264086	0.062822649	0.115277928	0.087049948	0.065119541	0.047387842	0.045490075	0.027863415	0.009650274	0.0197961	0.012490916	0.028854994	0.044491183	0.021272467	0.038287154	0.015285586	0.018195051	0.022478181
482	0.080308922	0.210940561	0.085490348	0.145369351	0.067310738	0.097066032	0.229860617	0.17714975	0.147477808	0.04977353	0.055823635	0.054803905	0.159332805	0.2044382	0.281539921	0.138110675	0.12507283	0.253719294	0.096173724	0.056936617	0.02969415	0.06188681	0.104012186	0.10381276	0.099644712	0.081612091	0.090015116	0.046314675	0.07131009
