ID	M1	D1	D2	DR1	D3	DR2	DR3	D4	D5	R2	R3	M2	DR4	R4	DR5	DR6	D6	D7	DR7	M3	R5	M5	M6	R6	D8	R7	M7	M8	R8
483	0.000669241	0.001667514	0.002155219	0.000705676	0	0.002145106	0.002199623	0.001378597	0.003616622	0.001244338	0	0	0.001820946	0.009006088	0.004705403	0.000715599	0.003107399	0.003844232	0	0	0.000824838	0.000567769	0.000671046	0.006066979	0.001119604	0	0.001698398	0	0
484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00089882	0.000965027	0	0.000567769	0	0	0	0	0	0	0
485	0.050862317	0.048357915	0.041667565	0.103028763	0.045533735	0.042902113	0.127211538	0.074444253	0.067510277	0.062216913	0.179771028	0.031683507	0.059180756	0.048632876	0.080776078	0.068697538	0.040396193	0.051897128	0.046738632	0.020265576	0.053614438	0.032362827	0.038249643	0.069433209	0.031722099	0.050377834	0.025475976	0.026465529	0.032554606
486	0	0	0	0	0	0	0	0	0.000401847	0	0.000946163	0.000856311	0	0	0	0	0	0.000640705	0	0	0	0	0	0	0	0	0	0	0
487	0.626409589	0.487747939	0.609926938	0.543370875	0.342492873	0.412932842	0.729541672	0.550749612	0.507130773	0.355880743	0.321695525	0.556602158	0.480729835	0.462912929	0.640718986	0.608259448	0.483977471	0.521534105	0.517720233	0.392766155	0.433039691	0.438885356	0.505968957	0.827805641	0.517256822	0.604030227	0.475551555	0.320894535	0.451888942
488	0.000669241	0	0.000718406	0	0.009898638	0	0.000733208	0	0	0	0.001892327	0	0	0.000900609	0	0.000715599	0	0.000640705	0	0	0.000824838	0	0.000671046	0	0	0	0.003396797	0	0.00077511
489	0.000669241	0	0	0.000705676	0.001979728	0	0	0	0.000803694	0.001244338	0.000946163	0	0	0	0	0.000715599	0.0015537	0	0	0	0	0.001703307	0.000671046	0	0.001119604	0.000503778	0.001698398	0	0.00077511
490	0.10574008	0.019176415	0.054598878	0.062099529	0.023756731	0.02252361	0.01613057	0.01033948	0.09041555	0.044796177	0.064339105	0.070217503	0.025493249	0.024316438	0.052543662	0.086587521	0.083899786	0.065992645	0.033256334	0.034740987	0.011547725	0.039176054	0.033552318	0.048535836	0.050382158	0.115365239	0.023777578	0.038044197	0.068984761
491	0	0	0	0	0.001979728	0	0	0	0.000401847	0	0	0	0	0	0	0.000715599	0.00077685	0	0	0	0	0	0	0	0	0	0	0	0
492	0	0	0	0	0	0	0	0	0	0	0	0.000856311	0	0	0	0.000715599	0	0	0	0	0	0	0	0	0	0	0	0	0
493	0	0	0	0	0	0	0	0	0.000401847	0	0	0	0	0.000900609	0	0	0	0	0	0	0	0	0.000671046	0	0	0.002015113	0	0	0
494	0.004015446	0.004168786	0.007184063	0.002822706	0	0.004290211	0.001466415	0.000689299	0.004018469	0	0.01135396	0.003425244	0.001820946	0.001801218	0.007058104	0.006440394	0.006991649	0.005766348	0.011684658	0.000965027	0.00329935	0.011355378	0.001342093	0	0.002612408	0.002518892	0.003396797	0.004962287	0.00077511
495	0.088339814	0.109222188	0.121410663	0.117847969	0.110864745	0.083659121	0.144441919	0.042736516	0.112517129	0.090836693	0.151386129	0.068504881	0.085584478	0.093663316	0.112145428	0.109486701	0.100213634	0.140955163	0.446713465	0.072377056	0.070936026	0.224268714	0.097301723	0.09774578	0.107481937	0.126448363	0.078126327	0.119094879	0.062008774
496	0	0	0	0.000705676	0	0	0.000366604	0	0	0	0	0	0	0	0	0	0	0	0	0.000965027	0	0	0	0	0	0	0	0	0
497	0	0	0	0.000705676	0	0	0	0	0	0	0	0.000856311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
498	0.000669241	0	0.000718406	0	0	0.001072553	0.000366604	0.001378597	0.000803694	0	0	0.000856311	0.001820946	0	0.000784234	0.000715599	0	0	0.00089882	0.000965027	0	0	0.002684185	0	0.002239207	0.000503778	0	0	0.005425768
499	0	0	0	0	0	0	0.008065285	0	0	0	0	0.000856311	0	0	0.000784234	0.000715599	0	0	0.00179764	0	0	0	0	0	0	0	0	0	0
500	0.001338482	0	0	0.001411353	0.003959455	0.002145106	0.052057747	0.001378597	0	0.00746603	0.000946163	0	0.003641893	0	0.004705403	0.002862397	0	0.000640705	0.007190559	0	0.000824838	0.001135538	0	0.002696435	0	0.000503778	0	0.001654096	0.003100439
501	0.010707856	0.001667514	0.004310438	0.002822706	0.005939183	0.006435317	0.001099812	0.000689299	0.002009234	0.003733015	0.00283849	0.006850488	0.000910473	0.001801218	0.003136935	0.004293596	0.00077685	0.001281411	0.003595279	0.00386011	0.001649675	0.001135538	0.006710464	0.003370544	0.001119604	0.001511335	0.001698398	0.003308191	0.003100439
502	0	0	0	0	0	0	0.000366604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000671046	0	0	0	0.001698398	0	0
503	0.000669241	0	0	0	0	0.000536276	0	0	0	0	0	0.000856311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
504	0.000669241	0	0	0.000705676	0	0.000536276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
505	0.155933156	0.090045773	0.117818631	0.157365851	0.089087742	0.088485609	0.193200232	0.079269343	0.108900507	0.077148972	0.139086006	0.121596164	0.09742063	0.09816636	0.112145428	0.14311987	0.138279278	0.1454401	0.182460429	0.085887439	0.115477251	0.137967842	0.106696372	0.159763792	0.093300293	0.082619647	0.095110311	0.10751621	0.089912723
506	4.514699879	4.764922169	4.154543561	4.582662941	3.878286348	3.487941825	3.833943118	2.943305187	3.951360453	3.299985068	3.497965749	4.30638808	3.256762539	3.447530531	3.957243575	5.13227854	5.604194989	5.312087546	5.306632392	2.835250521	3.929525883	4.28154524	5.483119829	5.324785633	3.838747238	3.826700252	3.670238965	3.521569406	3.813539616
507	0.051531558	0.021677686	0.039512346	0.054337088	0.015837821	0.031640309	0.030794724	0.028261244	0.032549598	0.037330148	0.060554452	0.081349546	0.033687507	0.054937138	0.019605844	0.050091955	0.046610992	0.052537834	0.032357515	0.041496178	0.070936026	0.044853743	0.032210225	0.039772421	0.039559324	0.04534005	0.039063163	0.033081911	0.040305703
508	0.07897044	0.050859187	0.066093378	0.098794705	0.067310738	0.051482536	0.076253602	0.075133552	0.07233244	0.065949928	0.037846532	0.05908546	0.072837854	0.090060881	0.097244987	0.074422332	0.080015537	0.114686247	0.052131551	0.045356288	0.028869313	0.070403343	0.053012663	0.095049345	0.075759838	0.056423174	0.078126327	0.036390102	0.043406142
509	0.016061784	0.0058363	0.012212907	0.006351088	0.001979728	0.005899041	0.006232266	0.008960882	0.007635091	0.009954706	0.006623143	0.004281555	0.006373312	0.00720487	0.00627387	0.01144959	0.005437949	0.005125642	0.006291739	0.00386011	0.004124188	0.00510992	0.006039417	0.014156285	0.005971219	0.00604534	0.005095195	0.003308191	0.010076426
510	0.036808256	0.027513986	0.043104377	0.041634911	0.039594552	0.030031479	0.030794724	0.029639841	0.042193923	0.044796177	0.053931309	0.036821374	0.061001703	0.040527397	0.04783826	0.062972743	0.046610992	0.057022771	0.017976397	0.027985795	0.020620938	0.035201672	0.026841855	0.031683115	0.026870484	0.032745592	0.027174375	0.034736006	0.026353729
511	0.055547004	0.004168786	0.002873625	0.010585147	0.003959455	0.008044146	0.008431889	0.042047217	0.010448019	0.042307501	0.018923266	0.020551464	0.01729899	0.014409741	0.018037377	0.008587192	0.013983298	0.021143275	0.009887018	0.021230603	0.012372563	0.010787609	0.009394649	0.005392871	0.01268884	0.04231738	0.027174375	0.051276962	0.075960748
512	0.002007723	0.003335029	0.002155219	0.000705676	0.003959455	0.001072553	0.001466415	0	0.001205541	0	0.000946163	0.000856311	0.003641893	0.001801218	0	0.001431199	0.00077685	0	0.010785838	0.000965027	0	0.001703307	0.000671046	0	0.000746402	0.001511335	0.001698398	0.001654096	0.001550219
513	0	0.000833757	0.000718406	0	0	0	0.001099812	0	0.000401847	0	0	0	0.001820946	0	0.000784234	0	0	0	0.00089882	0	0	0	0.001342093	0.000674109	0.000373201	0.000503778	0	0	0
514	0	0	0	0	0	0	0	0	0.000401847	0	0	0	0	0	0	0	0	0	0	0	0	0.001135538	0	0	0	0	0	0	0
515	0	0.000833757	0	0	0	0	0	0.000689299	0	0	0	0.000856311	0	0	0	0	0	0	0	0	0	0.000567769	0	0	0.000373201	0	0.001698398	0	0
516	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004503044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
517	0.188725966	0.391865865	0.202590573	0.167950998	0.120763383	0.12870634	0.256256095	0.011028778	0.137833483	0.120700811	0.102185637	0.168693269	0.208498357	0.148600454	0.088618415	0.125229886	0.313070499	0.161457733	0.734335817	0.150544275	0.226005477	0.310001817	0.294589353	0.174594186	0.15301248	0.141561713	0.095110311	0.48961228	0.153471716
518	0.278404262	0.502755567	0.236355669	0.225816468	0.21381058	0.163564308	0.258089114	0.057211787	0.196101281	0.205315813	0.115431924	0.271450591	0.30409804	0.193630894	0.181158	0.239010183	0.330161196	0.242186599	0.681305446	0.216166139	0.338183378	0.214616642	0.509995236	0.287170361	0.240714755	0.238790932	0.212299801	0.357284637	0.232532903
519	0	0	0.000718406	0	0	0	0	0	0	0	0	0	0.001820946	0	0	0	0	0	0.00179764	0	0	0	0	0	0	0.000503778	0	0	0
520	0.001338482	0.002501271	0.001436813	0.000705676	0.001979728	0.001072553	0.001833019	0	0.001607388	0.002488677	0.000946163	0.002568933	0.000910473	0.000900609	0.000784234	0.001431199	0.003107399	0.001281411	0.00179764	0.002895082	0.004124188	0.001703307	0.006710464	0.002022326	0.001119604	0	0.003396797	0	0.002325329
521	0.01338482	0.016675143	0.015086532	0.00987947	0.011878366	0.009652976	0.020529816	0.009650181	0.007635091	0.003733015	0.010407796	0.00856311	0.008194259	0.010807306	0.010195039	0.010018391	0.006991649	0.008329169	0.006291739	0.014475411	0.004949025	0.01532976	0.012749881	0.012133959	0.009330029	0.010075567	0.006793594	0.008270478	0.013951974
522	0.045508389	0.002501271	0.010057688	0.007762441	0.023756731	0.006435317	0.038493405	0.026193348	0.032147751	0.018665074	0.031223389	0.00856311	0.009104732	0.00720487	0.014116208	0.006440394	0.018644397	0.02306539	0.008988198	0.018335521	0.01649675	0.0255496	0.018118252	0.007415197	0.023138473	0.030730479	0.005095195	0.016540955	0.008526206
523	0.040823702	0.034184044	0.035201908	0.034578147	0.04949319	0.034857967	0.031894535	0.053765294	0.036568067	0.055995222	0.062446778	0.03425244	0.028224668	0.034223135	0.031369351	0.056532349	0.06370169	0.051897128	0.040446893	0.032810932	0.044541225	0.061319041	0.058381034	0.031009006	0.053740969	0.033753149	0.04245996	0.034736006	0.028679058
524	0.001338482	0	0	0.000705676	0	0	0	0.000689299	0	0	0	0	0	0	0	0.000715599	0	0	0	0	0	0.000567769	0	0	0	0	0	0	0
525	0.189395207	0.223446919	0.191096072	0.112202557	0.158378207	0.091166991	0.155440035	0.083405135	0.218604707	0.069682943	0.105024127	0.122452475	0.110167254	0.084657228	0.112145428	0.128807883	0.128180229	0.143517985	0.100667823	0.098432795	0.094856313	0.09765625	0.202656002	0.130103004	0.15637129	0.103274559	0.147760662	0.117440783	0.134869084
526	0.014054061	0.015841386	0.007184063	0.007056765	0.011878366	0.017160845	0.010998116	0.009650181	0.009644325	0.06470559	0.00567698	0.010275732	0.007283785	0.067545661	0.01254774	0.016458785	0.008545349	0.010251285	0.011684658	0.009650274	0.004949025	0.019871911	0.022815576	0.055951033	0.023884875	0.011083123	0.044158359	0.013232764	0.006975987
527	0.004684687	0	0.001436813	0	0.003959455	0.008580423	0.000733208	0.006203688	0.002009234	0	0.00283849	0.002568933	0.001820946	0.003602435	0.003136935	0.002862397	0.00233055	0.001922116	0	0.001930055	0.001649675	0.018168605	0.001342093	0.004718762	0.005224816	0.00302267	0.006793594	0	0
528	0.014054061	0.009171329	0.007184063	0.014819206	0.00791891	0.011261805	0.017596985	0.013785973	0.016877569	0.008710368	0.00567698	0.015413598	0.010015205	0.011707915	0.015684675	0.009302792	0.013983298	0.016017632	0.010785838	0.011580329	0.009073213	0.0255496	0.016776159	0.016852721	0.013808443	0.007556675	0.008491992	0.013232764	0.004650658
529	0.099716911	0.07337063	0.10057688	0.080447117	0.081168831	0.048801154	0.05609039	0.011028778	0.090013703	0.046040516	0.109754944	0.072786436	0.034597981	0.079253575	0.053327896	0.070128736	0.133618178	0.158254206	0.081792606	0.051146453	0.034643175	0.067564499	0.110051603	0.07482608	0.15002687	0.05440806	0.120586287	0.099245732	0.060458555
530	0.010707856	0.003335029	0.013649719	0.009173794	0	0.004290211	0.008798493	0.009650181	0.008840632	0.00746603	0.01703094	0.002568933	0.012746624	0.005403653	0.017253143	0.013596388	0.009322198	0.0121734	0.00269646	0.009650274	0.005773863	0.008516533	0.009394649	0.009437524	0.011196035	0.005037783	0.016983984	0.011578669	0.008526206
531	0.062908655	0.043355372	0.068967004	0.032461117	0.035635097	0.037003073	0.029694912	0.01033948	0.041390229	0.033597133	0.116378087	0.044528173	0.040971293	0.040527397	0.029800883	0.068697538	0.048941542	0.052537834	0.024268136	0.053076507	0.028869313	0.03065952	0.042946967	0.05190638	0.061951394	0.038287154	0.039063163	0.031427815	0.075960748
532	0.021415712	0.013340115	0.017960157	0.040929235	0.009898638	0.016624569	0.008431889	0.026193348	0.022905273	0.02115375	0.025546409	0.027401952	0.008194259	0.006304262	0.042348623	0.019321182	0.055156341	0.012814106	0.005392919	0.02605574	0.009073213	0.004542151	0.021473484	0.016852721	0.032468502	0.011083123	0.028872773	0.011578669	0.006200877
533	0.159948602	0.102552131	0.106324131	0.063510882	0.041574279	0.059526682	0.094583795	0.049629502	0.083584153	0.058483898	0.088939351	0.08477479	0.061001703	0.085557837	0.106655792	0.116642694	0.12584968	0.130063174	0.125834779	0.056936617	0.057738625	0.094817406	0.107367418	0.096397562	0.144055652	0.082619647	0.100205506	0.097591637	0.090687832
534	0.001338482	0.004168786	0.002873625	0.002117029	0	0.001608829	0.002932831	0.000689299	0.003616622	0	0.000946163	0.004281555	0.000910473	0.001801218	0.001568468	0.001431199	0.003107399	0.005125642	0.008988198	0.000965027	0	0.003974382	0.015434066	0.005392871	0.006717621	0.002518892	0.005095195	0.001654096	0.003100439
535	0.010038615	0.111723459	0.073277441	0.003528382	0.001979728	0.011261805	0.008065285	0.007582285	0.006027703	0.00746603	0.012300123	0.009419421	0.006373312	0.002701826	0.005489636	0.002862397	0.017090697	0.019221159	0.013482298	0.005790164	0.002474513	0.002838844	0.032210225	0.008089306	0.258628411	0.011083123	0.005095195	0.008270478	0.008526206
536	0.457760853	0.376858236	0.408054771	0.267451379	0.227668673	0.287980437	0.310880069	0.196450112	0.34478463	0.253845005	0.256410256	0.310840897	0.271321006	0.262977773	0.310556571	0.541708708	0.442027578	0.439523828	0.345146822	0.276962866	0.255699627	0.37529524	0.378470149	0.359974114	0.412387293	0.324937028	0.29891812	0.269617573	0.285240362
537	3.18826419	2.676360483	2.676781827	2.890450786	2.419227114	1.918797025	2.081210086	1.718421506	2.375316957	2.339355931	2.70318857	3.922760747	2.035818015	2.098418531	2.782461396	4.371596431	3.404156147	3.55463294	2.086160871	2.040067938	2.227061269	2.260855741	3.006287704	3.291673408	3.548769929	3.226196474	2.836325345	1.998147413	2.102872556
538	0.000669241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
539	0	0	0	0	0	0	0	0	0	0	0	0.001712622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00179764	0	0	0.000567769	0	0.000674109	0.000373201	0.000503778	0	0.001654096	0
541	0	0	0	0	0.001979728	0	0	0	0.000401847	0	0	0	0	0	0	0	0	0	0	0.000965027	0	0	0.000671046	0	0	0	0	0	0
542	1.296319844	1.002176106	0.899444672	0.897620459	0.892857143	0.780282189	0.836956601	0.817508185	0.795254992	0.770245384	0.789100199	1.093509163	0.687407246	0.744803487	0.839914362	1.198628912	1.10545737	1.073822063	0.862867056	0.756581487	0.701111881	0.705168968	1.052871743	1.12171709	1.123335523	0.913350126	0.910341548	0.810506815	0.782860775
543	0.000669241	0	0	0	0	0	0.002932831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000671046	0	0	0	0	0	0
544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000567769	0	0	0	0	0	0	0
545	0.000669241	0.000833757	0.001436813	0.011290823	0	0.000536276	0	0	0.001205541	0.002488677	0	0.002568933	0.001820946	0.005403653	0.000784234	0.000715599	0.003107399	0.001281411	0	0	0	0.000567769	0.000671046	0.033705441	0.001492805	0	0.001698398	0	0.00077511
546	0.015392543	0.019176415	0.014368126	0.018347588	0.019797276	0.012334358	0.017230381	0.004135792	0.024110813	0.014932059	0.017977103	0.023976708	0.013657098	0.013509132	0.018037377	0.019321182	0.018644397	0.022424685	0.022470496	0.014475411	0.023920288	0.0255496	0.01476302	0.012808068	0.019406461	0.015617128	0.011888789	0.021503242	0.010076426
547	0.002676964	0.002501271	0.022989001	0.002822706	0.005939183	0.002681382	0.000733208	0.001378597	0.002009234	0.004977353	0	0.014557287	0.005462839	0.013509132	0.00627387	0.005724795	0.0015537	0.015376927	0.007190559	0.001930055	0	0	0.009394649	0.004718762	0.013435242	0.002015113	0.013587187	0	0.001550219
548	0.004684687	0.000833757	0.020115376	0.002822706	0	0.001072553	0.002199623	0.001378597	0.001607388	0.003733015	0.004730817	0.001712622	0.001820946	0	0.003921169	0.002862397	0	0.003203526	0.00269646	0	0.000824838	0.024414063	0	0.000674109	0.001866006	0.00302267	0	0.003308191	0.002325329
549	0.012046338	0.028347743	0.001436813	0.06774494	0.041574279	0.068107105	0	0.003446493	0.337551386	0.02115375	0.006623143	0.030827196	0.000910473	0.4701178	1.886082203	0	0.00077685	0.000640705	0.023369316	0.005790164	0.009073213	0.437182049	0.005368371	0.062692121	0.013808443	0.16070529	0.01019039	0.003308191	0.082161626
550	0.001338482	0.000833757	0.001436813	0.002117029	0	0	0	0	0	0	0	0.000856311	0	0	0	0.000715599	0	0.001281411	0.00179764	0.000965027	0	0.000567769	0	0	0	0.000503778	0	0	0.00077511
551	0	0	0	0	0	0	0.000366604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
552	0.001338482	0.007503814	0.005028844	0.139723939	0	0	0.000733208	0.000689299	0.035764373	0.001244338	0.001892327	0	0.004552366	0.00720487	0.010195039	0.002146798	0.00077685	0.001922116	0.00089882	0.000965027	0.000824838	0.001135538	0.002684185	0.001348218	0.011569236	0	0.005095195	0.001654096	0.002325329
553	0	0.000833757	0	0	0	0.001072553	0.000366604	0	0	0	0.000946163	0	0	0.000900609	0	0.000715599	0	0	0.00089882	0	0.000824838	0	0	0	0	0	0	0	0
554	0.012046338	0.007503814	0.006465657	0.00987947	0.005939183	0.004826488	0.010631512	0.00482509	0.013260947	0.011199044	0.00283849	0.010275732	0.008194259	0.008105479	0.007842338	0.010018391	0.006214799	0.014736222	0.006291739	0.004825137	0.00329935	0.006813227	0.010065695	0.004718762	0.006717621	0.01209068	0.011888789	0.006616382	0.009301316
555	0.012046338	0.013340115	0.015804938	0.0119965	0.017817548	0.010189252	0.006598869	0.008271584	0.008036938	0.008710368	0.007569306	0.018838842	0.003641893	0.009006088	0.011763506	0.015743186	0.019421247	0.012814106	0.012583478	0.010615301	0.015671913	0.009652071	0.014091974	0.016852721	0.014554846	0.011586902	0.008491992	0.016540955	0.006200877
556	0.034131292	0.025012715	0.025862626	0.028932735	0.027716186	0.032712862	0.031527932	0.016543167	0.02973667	0.016176397	0.043523512	0.026545641	0.02003041	0.023415829	0.069796805	0.047945156	0.066809089	0.028191033	0.046738632	0.038601096	0.027219638	0.034633903	0.069788822	0.037750094	0.026497283	0.031234257	0.030571171	0.028119624	0.035655045
557	0.004015446	0.000833757	0.001436813	0.004939735	0.001979728	0.003217659	0.001833019	0.006892986	0.001607388	0	0.000946163	0.001712622	0	0.004503044	0.004705403	0.002146798	0.003884249	0.003203526	0.00269646	0.00386011	0.001649675	0.001703307	0.004697325	0.002022326	0.000746402	0.001511335	0.005095195	0	0.003875548
558	0.000669241	0.000833757	0.000718406	0	0	0	0.001099812	0	0.001205541	0	0.000946163	0.006850488	0	0	0.000784234	0	0.00077685	0.000640705	0.00089882	0	0	0.002271076	0	0	0.000373201	0	0.001698398	0	0
559	0.036808256	0.045022887	0.040949158	0.052220058	0.06533101	0.037003073	0.046925293	0.031707737	0.040988383	0.034841471	0.024600246	0.055660216	0.042792239	0.036924961	0.055680597	0.039357964	0.06370169	0.049334307	0.055726831	0.047286343	0.02969415	0.043150436	0.073144054	0.053254597	0.032468502	0.029219144	0.018682383	0.036390102	0.034879936
560	0	0	0.001436813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
561	0	0	0	0	0	0.000536276	0	0	0	0	0	0	0	0	0	0	0	0	0.00269646	0	0	0.000567769	0	0	0	0	0	0	0
562	0	0	0	0	0	0	0	0	0.000401847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
563	0.000669241	0	0	0	0.001979728	0	0	0.000689299	0.000401847	0.001244338	0.00283849	0	0.000910473	0	0.001568468	0.002146798	0.003884249	0.000640705	0.004494099	0	0.002474513	0.001703307	0	0	0.000373201	0.000503778	0.001698398	0	0
564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000503778	0	0	0
565	0.000669241	0.003335029	0.000718406	0.000705676	0	0.000536276	0.001099812	0	0	0	0.001892327	0.003425244	0.00273142	0.003602435	0	0.006440394	0.003884249	0	0.00089882	0	0	0	0.001342093	0.000674109	0.000373201	0.001511335	0	0	0.00077511
566	0.000669241	0.003335029	0.000718406	0	0	0.000536276	0.000366604	0	0.000401847	0.002488677	0	0.003425244	0.000910473	0	0.000784234	0.000715599	0.00233055	0.003203526	0	0.001930055	0.001649675	0.000567769	0.006710464	0	0.000746402	0.002518892	0.003396797	0.001654096	0.00077511
567	0.002676964	0.000833757	0.002873625	0.004939735	0	0	0.000366604	0	0.000803694	0.001244338	0.004730817	0.001712622	0.000910473	0.005403653	0.000784234	0.000715599	0	0.003203526	0.00269646	0	0.002474513	0.001703307	0.001342093	0.002696435	0.001866006	0.000503778	0	0.001654096	0.001550219
568	0.022754194	0.060864273	0.024425814	0.079035764	0.011878366	0.024668715	0.017963589	0.024125452	0.079967531	0.041063163	0.116378087	0.049666039	0.071927381	0.459310494	0.180373766	0.031486371	0.022528646	0.04356796	0.031458695	0.008685247	0.005773863	0.068132267	0.034223364	0.032357224	0.036946916	0.099748111	0.04245996	0.01488686	0.02480351
569	0.218841812	0.118393517	0.234918856	0.248398114	0.184114666	0.131923999	0.113647195	0.036532828	0.242715521	0.17918471	0.73516889	0.198664155	0.26403722	0.175618718	0.883831452	0.186055831	0.193435619	0.518971284	0.17796633	0.086852467	0.080009238	0.228810865	0.185208796	0.186054037	0.163088911	0.155667506	0.237775777	0.115786688	0.14339529
570	0.025431159	0.009171329	0.012212907	0.018347588	0.001979728	0.095993479	0.015397362	0.001378597	0.007635091	0.022398089	0.018923266	0.00856311	0.050076025	0.150401672	0.010979273	0.007871593	0.006991649	0.02306539	0.015279937	0.004825137	0.0065987	0.024981831	0.011407788	0.124710133	0.00970323	0.050377834	0.016983984	0.016540955	0.016277303
571	0	0.002501271	0	0.001411353	0.001979728	0.001072553	0.001466415	0	0.001205541	0.001244338	0.000946163	0.001712622	0	0.001801218	0.001568468	0.000715599	0	0.001281411	0	0.001930055	0.000824838	0	0	0.000674109	0	0.000503778	0.005095195	0.001654096	0
572	3.358920648	2.595486039	3.556829529	4.505744206	3.632800127	2.405736013	2.165528973	2.40013786	3.496067928	2.945348664	3.776137761	3.780613119	2.500159333	2.562232069	3.80196529	6.316595465	4.301417751	4.978280091	2.362098565	2.546707326	2.208914844	2.528274891	3.495480503	4.062853907	3.797321908	3.4	3.972553882	2.373627101	2.159455563
573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000640705	0	0	0	0.000567769	0	0	0	0	0	0	0
574	0.000669241	0	0	0	0	0	0	0	0.000803694	0	0	0	0	0	0.000784234	0	0	0	0	0	0	0.001135538	0.000671046	0.001348218	0	0.001511335	0	0	0.00077511
575	0.002676964	0.005002543	0.001436813	0.002822706	0	0.000536276	0	0	0.01808311	0.018665074	0.003784653	0.004281555	0.00273142	0.003602435	0	0	0.0015537	0.001281411	0.00089882	0	0.00329935	0.011355378	0.002013139	0.003370544	0.001866006	0.011586902	0.008491992	0	0.010076426
576	0.60767084	0.562786083	0.919560048	0.852457165	0.789911308	0.594730548	0.694714306	1.099431329	0.804095623	0.487780598	0.401173243	0.721013872	0.561761948	0.663748694	1.186545686	0.845122833	0.92289765	0.823306296	0.614792777	0.40917162	0.302715365	0.568904433	0.67708578	0.70174729	0.638174001	0.618639798	0.87637358	0.59712849	0.537926117
577	0	0.000833757	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000715599	0	0.001281411	0	0	0	0	0	0	0	0	0.001698398	0	0
578	0.047516112	0.050859187	0.05028844	0.036695176	0.04949319	0.027886374	0.07038794	0.033086335	0.056258564	0.033597133	0.035008042	0.039390307	0.050986498	0.048632876	0.055680597	0.041504762	0.040396193	0.048693602	0.05752447	0.036671041	0.037942525	0.038040516	0.046302199	0.051232271	0.055233773	0.032745592	0.020380781	0.02977372	0.019377742
579	0.083655127	0.093380802	0.076151066	0.088209558	0.067310738	0.057381577	0.083219075	0.04066862	0.092022937	0.046040516	0.057715962	0.066792259	0.085584478	0.056738355	0.067444104	0.085871922	0.092445135	0.08969874	0.064715029	0.064656836	0.057738625	0.057344658	0.091262305	0.122687807	0.085836269	0.062972292	0.073031132	0.056239248	0.07286031
580	0.014054061	0.014173872	0.013649719	0.016936235	0.013858093	0.006971593	0.00476585	0.004135792	0.019690498	0.008710368	0.019869429	0.011988354	0.011836151	0.010807306	0.014900442	0.027908375	0.017090697	0.024987506	0.008988198	0.020265576	0.004949025	0.006245458	0.026170808	0.021571483	0.024258076	0.016624685	0.020380781	0.006616382	0.006975987
581	0	0.000833757	0	0	0	0	0	0	0.000401847	0	0.001892327	0	0	0	0	0	0	0	0	0.000965027	0	0	0.000671046	0	0.001119604	0	0	0	0
582	0.000669241	0.001667514	0.017241751	0.000705676	0.001979728	0	0	0.000689299	0.001607388	0.002488677	0.000946163	0.003425244	0	0.001801218	0.001568468	0.010018391	0	0.003844232	0.00089882	0.000965027	0	0.000567769	0.002013139	0.002022326	0.007837225	0.001007557	0	0	0
583	0.014054061	0.000833757	0.001436813	0.002822706	0.003959455	0.006971593	0.001099812	0.000689299	0.00642955	0.001244338	0.000946163	0	0.007283785	0.001801218	0.003136935	0.003577997	0.009322198	0.004484937	0.00089882	0.002895082	0	0.00510992	0.008052556	0.004718762	0.016794053	0.073551637	0.005095195	0.003308191	0.019377742
584	0.052200799	0.055027973	0.103450505	0.055042764	0.059391828	0.028958927	0.117313234	0.055143891	0.159533215	0.032352795	0.019869429	0.032539818	0.055538864	0.055837746	0.087834182	0.042220362	0.046610992	0.142236574	0.042244533	0.027020767	0.018146425	0.024981831	0.055696848	0.096397562	0.059712187	0.038287154	0.054348749	0.031427815	0.035655045
