ID	King	Phylum	Order	Class	Family	Genus
575	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Nevskia
576	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Steroidobacter
577	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Unclass_Sinobacteraceae
578	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Unclass_Xanthomonadales	Unclass_Xanthomonadales
579	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas
580	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Dokdonella
581	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Dyella
582	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteibacter
583	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas
584	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter
585	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Panacagrimonas
586	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas
587	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Rhodanobacter
588	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas
589	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Unclass_Xanthomonadaceae
590	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas
591	Bacteria	Proteobacteria	Unclass_Proteobacteria	Unclass_Proteobacteria	Unclass_Proteobacteria	Unclass_Proteobacteria
592	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Leptospiraceae	Leptospira
593	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Leptospiraceae	Turneriella
594	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta
595	Bacteria	SR1	Unclass_SR1	Unclass_SR1	Unclass_SR1	SR1_genera_incertae_sedis
596	Bacteria	Unclass_Bacteria	Unclass_Bacteria	Unclass_Bacteria	Unclass_Bacteria	Unclass_Bacteria
597	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Alterococcus
598	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus
599	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Unclass_Opitutaceae
600	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	Unclass_Puniceicoccaceae
601	Bacteria	Verrucomicrobia	Opitutae	Unclass_Opitutae	Unclass_Opitutae	Unclass_Opitutae
602	Bacteria	Verrucomicrobia	Spartobacteria	Unclass_Spartobacteria	Unclass_Spartobacteria	Spartobacteria_genera_incertae_sedis
603	Bacteria	Verrucomicrobia	Spartobacteria	Unclass_Spartobacteria	Unclass_Spartobacteria	Unclass_Spartobacteria
604	Bacteria	Verrucomicrobia	Spartobacteria	Unclass_Spartobacteria	Unclass_Spartobacteria	Xiphinematobacter
605	Bacteria	Verrucomicrobia	Subdivision3	Unclass_Subdivision3	Unclass_Subdivision3	Subdivision3_genera_incertae_sedis
606	Bacteria	Verrucomicrobia	Unclass_Verrucomicrobia	Unclass_Verrucomicrobia	Unclass_Verrucomicrobia	Unclass_Verrucomicrobia
607	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Unclass_Verrucomicrobiales	Unclass_Verrucomicrobiales
608	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter
609	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter
610	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseimicrobium
611	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Unclass_Verrucomicrobiaceae
612	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium
613	Unclass_Root	Unclass_Root	Unclass_Root	Unclass_Root	Unclass_Root	Unclass_Root
